"","pair","N","Y","gene1","gene2","Ours","HCT116.gi","GM12878.gi","Dede","A549.gi","HT29.gi","OVCAR8.gi","Phoebe","PC9.gi","HeLa.gi","Nicola","A375.gi","Mewo.gi","RPE1.gi","report","sum","cells","half","robust"
"1614","MAML3.MAML1",2,0,"MAML3","MAML1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1615","MANEAL.MANEA",2,0,"MANEAL","MANEA",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1616","MAOB.MAOA",2,0,"MAOB","MAOA",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1617","MAP2K6.MAP2K3",2,0,"MAP2K6","MAP2K3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1618","MAP3K13.MAP3K12",2,0,"MAP3K13","MAP3K12",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1619","MAP3K5.MAP3K15",2,0,"MAP3K5","MAP3K15",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1620","MAPRE3.MAPRE1",2,0,"MAPRE3","MAPRE1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1621","MARK3.MARK2",2,0,"MARK3","MARK2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1622","MARK4.MARK2",2,0,"MARK4","MARK2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1623","MAST2.MAST1",2,0,"MAST2","MAST1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1624","MAST4.MAST3",2,0,"MAST4","MAST3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1625","MATK.CSK",2,0,"MATK","CSK","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1626","MBOAT2.MBOAT1",2,0,"MBOAT2","MBOAT1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1627","MCAM.BCAM",2,0,"MCAM","BCAM","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1628","MCOLN2.MCOLN1",2,0,"MCOLN2","MCOLN1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1629","MCU.CCDC109B",2,0,"MCU","CCDC109B","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1630","MDGA2.MDGA1",2,0,"MDGA2","MDGA1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1631","ME3.ME1",2,0,"ME3","ME1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1632","MEF2C.MEF2A",2,0,"MEF2C","MEF2A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1633","MEGF11.MEGF10",2,0,"MEGF11","MEGF10",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1634","METAP1D.METAP1",2,0,"METAP1D","METAP1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1635","METRNL.METRN",2,0,"METRNL","METRN","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1636","METTL7B.METTL7A",2,0,"METTL7B","METTL7A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1637","MFGE8.EDIL3",2,0,"MFGE8","EDIL3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1638","MFSD2B.MFSD2A",2,0,"MFSD2B","MFSD2A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1639","MGAT4B.MGAT4A",2,0,"MGAT4B","MGAT4A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1640","MICB.MICA",2,0,"MICB","MICA",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1641","MID2.MID1",2,0,"MID2","MID1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1642","MIER3.MIER1",2,0,"MIER3","MIER1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1643","MLK4.MAP3K10",2,0,"MLK4","MAP3K10","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1644","MMEL1.MME",2,0,"MMEL1","MME",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1645","MOGAT2.MOGAT1",2,0,"MOGAT2","MOGAT1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1646","MPP4.MPP3",2,0,"MPP4","MPP3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1647","MPPED2.MPPED1",2,0,"MPPED2","MPPED1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1648","MSI2.MSI1",2,0,"MSI2","MSI1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1649","MST1R.MET",2,0,"MST1R","MET","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1650","MSTN.GDF11",2,0,"MSTN","GDF11",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1651","MTHFD1L.MTHFD1",2,0,"MTHFD1L","MTHFD1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1652","MTMR8.MTMR7",2,0,"MTMR8","MTMR7","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1653","MTNR1B.MTNR1A",2,0,"MTNR1B","MTNR1A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1654","MTRF1L.MTRF1",2,0,"MTRF1L","MTRF1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1655","MTSS1L.MTSS1",2,0,"MTSS1L","MTSS1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1656","MUM1L1.MUM1",2,0,"MUM1L1","MUM1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1657","MX2.MX1",2,0,"MX2","MX1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1658","MXI1.MXD3",2,0,"MXI1","MXD3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1659","MYL6B.MYL3",2,0,"MYL6B","MYL3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1660","MYO1B.MYO1A",2,0,"MYO1B","MYO1A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1661","MYO1F.MYO1E",2,0,"MYO1F","MYO1E",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1662","MYO1G.MYO1D",2,0,"MYO1G","MYO1D",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1663","MYO1H.MYO1C",2,0,"MYO1H","MYO1C",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1664","MYO7B.MYO7A",2,0,"MYO7B","MYO7A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1665","MYO9B.MYO9A",2,0,"MYO9B","MYO9A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1666","MYOCD.MKL1",2,0,"MYOCD","MKL1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1667","MYOF.DYSF",2,0,"MYOF","DYSF",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1668","MYZAP.GCOM1",2,0,"MYZAP","GCOM1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1669","NAAA.ASAH1",2,0,"NAAA","ASAH1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1670","NAALAD2.FOLH1",2,0,"NAALAD2","FOLH1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1671","NAT2.NAT1",2,0,"NAT2","NAT1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1672","NAV3.NAV2",2,0,"NAV3","NAV2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1673","NBPF3.NBPF15",2,0,"NBPF3","NBPF15",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1674","NCOA2.NCOA1",2,0,"NCOA2","NCOA1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1675","NCOA3.NCOA1",2,0,"NCOA3","NCOA1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1676","NCOA3.NCOA2",2,0,"NCOA3","NCOA2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1677","NDUFA4L2.NDUFA4",2,0,"NDUFA4L2","NDUFA4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1678","NEDD4L.NEDD4",2,0,"NEDD4L","NEDD4","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1679","NEDD9.BCAR1",2,0,"NEDD9","BCAR1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1680","NEDD9.CASS4",2,0,"NEDD9","CASS4","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1681","NEK7.NEK6",2,0,"NEK7","NEK6",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1682","NELL2.NELL1",2,0,"NELL2","NELL1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1683","NEO1.DCC",2,0,"NEO1","DCC",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1684","NFATC3.NFATC1",2,0,"NFATC3","NFATC1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1685","NFATC3.NFATC2",2,0,"NFATC3","NFATC2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1686","NFATC4.NFATC3",2,0,"NFATC4","NFATC3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1687","NFE2L2.NFE2",2,0,"NFE2L2","NFE2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1688","NFE2L2.NFE2L1",2,0,"NFE2L2","NFE2L1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1689","NFIB.NFIA",2,0,"NFIB","NFIA","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1690","NFIX.NFIA",2,0,"NFIX","NFIA","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1691","NFIX.NFIB",2,0,"NFIX","NFIB","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1692","NHLH2.NHLH1",2,0,"NHLH2","NHLH1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1693","NINL.NIN",2,0,"NINL","NIN","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1694","NIPAL1.NIPA2",2,0,"NIPAL1","NIPA2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1695","NIPSNAP1.GBAS",2,0,"NIPSNAP1","GBAS","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1696","NIPSNAP3B.NIPSNAP3A",2,0,"NIPSNAP3B","NIPSNAP3A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1697","NIT2.NIT1",2,0,"NIT2","NIT1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1698","NLRP7.NLRP2",2,0,"NLRP7","NLRP2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1699","NMI.IFI35",2,0,"NMI","IFI35","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1700","NOL4L.NOL4",2,0,"NOL4L","NOL4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1701","NPBWR2.NPBWR1",2,0,"NPBWR2","NPBWR1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1702","NPR2.NPR1",2,0,"NPR2","NPR1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1703","NPTX2.NPTX1",2,0,"NPTX2","NPTX1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1704","NR1H3.NR1H2",2,0,"NR1H3","NR1H2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1705","NR3C1.AR",2,0,"NR3C1","AR","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1706","NR5A2.NR5A1",2,0,"NR5A2","NR5A1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1707","NRBP2.NRBP1",2,0,"NRBP2","NRBP1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1708","NTN3.NTN1",2,0,"NTN3","NTN1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1709","NTNG2.NTNG1",2,0,"NTNG2","NTNG1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1710","NTRK2.NTRK1",2,0,"NTRK2","NTRK1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1711","NXNL2.NXNL1",2,0,"NXNL2","NXNL1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1712","NXPH2.NXPH1",2,0,"NXPH2","NXPH1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1713","OBP2B.OBP2A",2,0,"OBP2B","OBP2A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1714","OCM2.OCM",2,0,"OCM2","OCM",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1715","OGDHL.OGDH",2,0,"OGDHL","OGDH",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1716","ORMDL2.ORMDL1",2,0,"ORMDL2","ORMDL1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1717","OSBP2.OSBP",2,0,"OSBP2","OSBP",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1718","OSBPL11.OSBPL10",2,0,"OSBPL11","OSBPL10",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1719","OSBPL8.OSBPL5",2,0,"OSBPL8","OSBPL5",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1720","OSGIN2.OSGIN1",2,0,"OSGIN2","OSGIN1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1721","OTUB2.OTUB1",2,0,"OTUB2","OTUB1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1722","OTUD6B.OTUD6A",2,0,"OTUD6B","OTUD6A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1723","OTUD7B.OTUD7A",2,0,"OTUD7B","OTUD7A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1724","OXCT2.OXCT1",2,0,"OXCT2","OXCT1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1725","OXT.AVP",2,0,"OXT","AVP",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1726","P2RX4.P2RX1",2,0,"P2RX4","P2RX1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1727","P2RX4.P2RX2",2,0,"P2RX4","P2RX2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1728","P2RY1.OXGR1",2,0,"P2RY1","OXGR1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1729","P2RY4.P2RY2",2,0,"P2RY4","P2RY2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1730","P4HA2.P4HA1",2,0,"P4HA2","P4HA1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1731","PAIP2B.PAIP2",2,0,"PAIP2B","PAIP2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1732","PANX3.PANX1",2,0,"PANX3","PANX1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1733","PARVB.PARVA",2,0,"PARVB","PARVA",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1734","PAX7.PAX3",2,0,"PAX7","PAX3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1735","PBX4.PBX1",2,0,"PBX4","PBX1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1736","PCBP3.PCBP2",2,0,"PCBP3","PCBP2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1737","PCED1B.PCED1A",2,0,"PCED1B","PCED1A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1738","PCGF3.PCGF1",2,0,"PCGF3","PCGF1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1739","PCK2.PCK1",2,0,"PCK2","PCK1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1740","PCNXL2.PCNX",2,0,"PCNXL2","PCNX","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1741","PCSK4.FURIN",2,0,"PCSK4","FURIN",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1742","PCYOX1L.PCYOX1",2,0,"PCYOX1L","PCYOX1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1743","PCYT1B.PCYT1A",2,0,"PCYT1B","PCYT1A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"Reported",2,"2-3 cell lines","",""
"1744","PDCL3.PDCL2",2,0,"PDCL3","PDCL2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1745","PDE1B.PDE1A",2,0,"PDE1B","PDE1A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1746","PDE4B.PDE4A",2,0,"PDE4B","PDE4A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1747","PDE6H.PDE6G",2,0,"PDE6H","PDE6G",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1748","PDE7B.PDE7A",2,0,"PDE7B","PDE7A",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1749","PDHA2.PDHA1",2,0,"PDHA2","PDHA1",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1750","PDHB.BCKDHB",2,0,"PDHB","BCKDHB","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1751","PDLIM5.LDB3",2,0,"PDLIM5","LDB3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1752","PEAR1.MEGF10",2,0,"PEAR1","MEGF10","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1753","PER2.PER1",2,0,"PER2","PER1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1754","PEX11B.PEX11A",2,0,"PEX11B","PEX11A","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1755","PF4V1.PF4",2,0,"PF4V1","PF4",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1756","PFKFB3.PFKFB2",2,0,"PFKFB3","PFKFB2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1757","PFKFB4.PFKFB3",2,0,"PFKFB4","PFKFB3","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1758","PGLYRP4.PGLYRP3",2,0,"PGLYRP4","PGLYRP3",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1759","PGM2L1.PGM2",2,0,"PGM2L1","PGM2",NA,NA,NA,NA,NA,NA,NA,"others","N","N",NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1760","PGR.NR3C1",2,0,"PGR","NR3C1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1761","PHACTR4.PHACTR2",2,0,"PHACTR4","PHACTR2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1762","PHC3.PHC1",2,0,"PHC3","PHC1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1763","PHC3.PHC2",2,0,"PHC3","PHC2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1764","PHF19.MTF2",2,0,"PHF19","MTF2","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
"1765","PHF19.PHF1",2,0,"PHF19","PHF1","others","N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"novel",2,"2-3 cell lines","",""
