A1CF	ENSGALG00000003765
SKA2	ENSGALG00000005090
SKA3	ENSGALG00000017128
SKAP1	ENSGALG00000027305
SKAP2	ENSGALG00000030081
SKI	ENSGALG00000001229
SKIL	ENSGALG00000009356
SKP1	ENSGALG00000006474
SKP2	ENSGALG00000003547
SLA2	ENSGALG00000025948
SLA	ENSGALG00000039264
SLAIN1	ENSGALG00000016913
SLAIN2	ENSGALG00000014115
SLBP	ENSGALG00000015712
SLC10A2	ENSGALG00000016858
SLC10A7	ENSGALG00000010006
SLC11A1	ENSGALG00000011434
SLC11A2	ENSGALG00000041533
SLC12A1	ENSGALG00000004945
SLC12A2	ENSGALG00000014690
SLC12A3	ENSGALG00000002957
SLC12A4	ENSGALG00000034179
SLC12A8	ENSGALG00000012045
SLC13A1	ENSGALG00000008874
SLC13A2	ENSGALG00000003647
SLC13A4	ENSGALG00000012908
SLC13A5	ENSGALG00000005995
SLC15A1	ENSGALG00000016884
SLC15A2	ENSGALG00000011671
SLC15A4	ENSGALG00000002695
SLC15A5	ENSGALG00000013097
SLC16A10	ENSGALG00000015040
SLC16A12	ENSGALG00000006421
SLC16A14	ENSGALG00000002897
SLC16A1	ENSGALG00000001717
SLC16A2	ENSGALG00000007748
SLC16A3	ENSGALG00000002728
SLC16A4	ENSGALG00000000417
SLC16A5	ENSGALG00000007955
SLC16A6	ENSGALG00000004162
SLC16A7	ENSGALG00000009759
SLC16A9	ENSGALG00000003172
SLC17A5	ENSGALG00000015916
SLC17A6	ENSGALG00000039254
SLC17A8	ENSGALG00000041122
SLC17A9	ENSGALG00000028225
SLC18A1	ENSGALG00000001693
SLC18A2	ENSGALG00000009289
SLC18A3	ENSGALG00000041103
SLC18B1	ENSGALG00000019961
SLC19A1	ENSGALG00000030511
SLC19A2	ENSGALG00000015218
SLC1A1	ENSGALG00000010187
SLC1A2	ENSGALG00000037556
SLC1A3	ENSGALG00000003582
SLC1A4	ENSGALG00000008811
SLC1A6	ENSGALG00000000558
SLC1A7	ENSGALG00000010673
SLC20A1	ENSGALG00000013740
SLC20A2	ENSGALG00000038336
SLC22A13	ENSGALG00000006018
SLC22A15	ENSGALG00000015016
SLC22A16	ENSGALG00000015055
SLC22A18	ENSGALG00000006454
SLC22A23	ENSGALG00000012816
SLC22A31	ENSGALG00000054988
SLC22A3	ENSGALG00000020002
SLC22A4	ENSGALG00000035026
SLC22A7	ENSGALG00000001661
SLC23A2	ENSGALG00000000195
SLC23A3	ENSGALG00000052271
SLC24A1	ENSGALG00000007495
SLC24A2	ENSGALG00000015080
SLC24A3	ENSGALG00000008445
SLC24A4	ENSGALG00000010793
SLC24A5	ENSGALG00000004885
SLC25A11	ENSGALG00000029383
SLC25A12	ENSGALG00000009545
SLC25A13	ENSGALG00000009728
SLC25A14	ENSGALG00000004063
SLC25A15	ENSGALG00000017032
SLC25A16	ENSGALG00000004065
SLC25A17	ENSGALG00000012013
SLC25A19	ENSGALG00000008011
SLC25A20	ENSGALG00000028227
SLC25A21	ENSGALG00000010117
SLC25A22	ENSGALG00000039335
SLC25A24	ENSGALG00000001938
SLC25A25	ENSGALG00000005095
SLC25A26	ENSGALG00000007467
SLC25A28	ENSGALG00000007479
SLC25A29	ENSGALG00000011220
SLC25A30	ENSGALG00000016979
SLC25A32	ENSGALG00000039882
SLC25A33	ENSGALG00000002519
SLC25A36	ENSGALG00000005283
SLC25A37	ENSGALG00000000378
SLC25A38	ENSGALG00000041275
SLC25A3	ENSGALG00000011514
SLC25A40	ENSGALG00000019662
SLC25A42	ENSGALG00000002621
SLC25A43	ENSGALG00000008682
SLC25A44	ENSGALG00000052506
SLC25A46	ENSGALG00000000253
SLC25A47	ENSGALG00000011225
SLC25A48	ENSGALG00000006341
SLC25A4	ENSGALG00000010614
SLC25A5	ENSGALG00000008675
SLC25A6	ENSGALG00000016691
SLC26A11	ENSGALG00000007018
SLC26A1	ENSGALG00000027423
SLC26A2	ENSGALG00000001239
SLC26A3	ENSGALG00000007959
SLC26A4	ENSGALG00000007998
SLC26A5	ENSGALG00000008222
SLC26A6	ENSGALG00000026089
SLC26A7	ENSGALG00000033638
SLC26A8	ENSGALG00000040498
SLC26A9	ENSGALG00000000745
SLC27A1	ENSGALG00000040553
SLC27A4	ENSGALG00000004965
SLC27A6	ENSGALG00000000184
SLC28A1	ENSGALG00000030863
SLC28A3	ENSGALG00000012593
SLC29A1	ENSGALG00000010182
SLC29A4	ENSGALG00000010497
SLC2A10	ENSGALG00000004498
SLC2A11	ENSGALG00000006053
SLC2A12	ENSGALG00000013980
SLC2A13	ENSGALG00000035940
SLC2A1	ENSGALG00000004889
SLC2A2	ENSGALG00000009306
SLC2A5	ENSGALG00000002466
SLC2A6	ENSGALG00000002982
SLC2A8	ENSGALG00000000853
SLC2A9	ENSGALG00000014971
SLC30A10	ENSGALG00000026727
SLC30A1	ENSGALG00000009858
SLC30A2	ENSGALG00000010375
SLC30A4	ENSGALG00000005703
SLC30A5	ENSGALG00000014787
SLC30A6	ENSGALG00000010618
SLC30A7	ENSGALG00000020879
SLC30A8	ENSGALG00000034377
SLC30A9	ENSGALG00000031415
SLC31A1	ENSGALG00000008844
SLC31A2	ENSGALG00000030176
SLC33A1	ENSGALG00000010302
SLC34A1	ENSGALG00000003075
SLC34A2	ENSGALG00000014372
SLC35A1	ENSGALG00000015808
SLC35A3	ENSGALG00000005340
SLC35A5	ENSGALG00000015197
SLC35B2	ENSGALG00000010174
SLC35B3	ENSGALG00000012778
SLC35B4	ENSGALG00000038187
SLC35C1	ENSGALG00000008438
SLC35C2	ENSGALG00000020939
SLC35D1	ENSGALG00000011121
SLC35E1	ENSGALG00000003794
SLC35E2B	ENSGALG00000001374
SLC35E3	ENSGALG00000009940
SLC35F1	ENSGALG00000029011
SLC35F2	ENSGALG00000017167
SLC35F3	ENSGALG00000011003
SLC35F4	ENSGALG00000012094
SLC35F5	ENSGALG00000012166
SLC35G1	ENSGALG00000041456
SLC36A1	ENSGALG00000038582
SLC36A4	ENSGALG00000017227
SLC37A1	ENSGALG00000016185
SLC37A2	ENSGALG00000035842
SLC37A3	ENSGALG00000012849
SLC37A4	ENSGALG00000007716
SLC38A10	ENSGALG00000006880
SLC38A11	ENSGALG00000011052
SLC38A1	ENSGALG00000009698
SLC38A2	ENSGALG00000008497
SLC38A3	ENSGALG00000028871
SLC38A4	ENSGALG00000009730
SLC38A6	ENSGALG00000011893
SLC38A7	ENSGALG00000002313
SLC38A8	ENSGALG00000003302
SLC38A9	ENSGALG00000014712
SLC39A10	ENSGALG00000007777
SLC39A11	ENSGALG00000004413
SLC39A12	ENSGALG00000008602
SLC39A13	ENSGALG00000008122
SLC39A14	ENSGALG00000033989
SLC39A3	ENSGALG00000020582
SLC39A6	ENSGALG00000013209
SLC39A8	ENSGALG00000012298
SLC39A9	ENSGALG00000009438
SLC3A1	ENSGALG00000009973
SLC41A1	ENSGALG00000000721
SLC41A2	ENSGALG00000012697
SLC43A2	ENSGALG00000002783
SLC43A3	ENSGALG00000020479
SLC44A1	ENSGALG00000015439
SLC44A3	ENSGALG00000005610
SLC44A5	ENSGALG00000011379
SLC45A2	ENSGALG00000003310
SLC45A3	ENSGALG00000000703
SLC45A4	ENSGALG00000034971
SLC46A1	ENSGALG00000003604
SLC46A2	ENSGALG00000027345
SLC46A3	ENSGALG00000017089
SLC47A2	ENSGALG00000004778
SLC48A1	ENSGALG00000036380
SLC49A3	ENSGALG00000020538
SLC49A4	ENSGALG00000032632
SLC4A11	ENSGALG00000016017
SLC4A1AP	ENSGALG00000010047
SLC4A1	ENSGALG00000039978
SLC4A3	ENSGALG00000011224
SLC4A4	ENSGALG00000031105
SLC4A7	ENSGALG00000011405
SLC4A8	ENSGALG00000031274
SLC51A	ENSGALG00000007478
SLC52A3	ENSGALG00000006194
SLC5A10	ENSGALG00000005083
SLC5A11	ENSGALG00000005933
SLC5A12	ENSGALG00000013304
SLC5A1	ENSGALG00000006728
SLC5A5	ENSGALG00000041932
SLC5A7	ENSGALG00000016804
SLC5A8	ENSGALG00000011633
SLC5A9	ENSGALG00000010494
SLC66A1	ENSGALG00000033204
SLC66A3	ENSGALG00000016449
SLC6A11	ENSGALG00000004879
SLC6A12	ENSGALG00000019290
SLC6A13	ENSGALG00000012985
SLC6A14	ENSGALG00000005957
SLC6A15	ENSGALG00000010992
SLC6A17	ENSGALG00000000394
SLC6A18	ENSGALG00000013180
SLC6A19	ENSGALG00000019527
SLC6A1	ENSGALG00000004921
SLC6A2	ENSGALG00000003560
SLC6A4	ENSGALG00000004246
SLC6A5	ENSGALG00000003908
SLC6A6	ENSGALG00000006425
SLC6A7	ENSGALG00000005672
SLC6A9	ENSGALG00000010098
SLC7A10	ENSGALG00000004729
SLC7A11	ENSGALG00000009758
SLC7A14	ENSGALG00000009349
SLC7A1	ENSGALG00000017085
SLC7A2	ENSGALG00000013627
SLC7A5	ENSGALG00000005845
SLC7A6OS	ENSGALG00000035575
SLC7A9	ENSGALG00000021158
SLC8A1	ENSGALG00000008544
SLC8A2	ENSGALG00000038065
SLC8A3	ENSGALG00000009400
SLC9A1	ENSGALG00000034251
SLC9A2	ENSGALG00000016791
SLC9A3	ENSGALG00000039738
SLC9A3R1	ENSGALG00000007650
SLC9A3R2	ENSGALG00000005608
SLC9A5	ENSGALG00000007867
SLC9A6	ENSGALG00000006180
SLC9A7	ENSGALG00000016734
SLC9A8	ENSGALG00000008045
SLC9A9	ENSGALG00000002374
SLC9B2	ENSGALG00000012319
SLCO1A2	ENSGALG00000031293
SLCO1C1	ENSGALG00000013154
SLCO2A1	ENSGALG00000006471
SLCO2B1	ENSGALG00000017302
SLCO3A1	ENSGALG00000006871
SLCO4A1	ENSGALG00000005460
SLCO4C1	ENSGALG00000026768
SLF1	ENSGALG00000027932
SLF2	ENSGALG00000008025
SLIRP	ENSGALG00000031238
SLIT3	ENSGALG00000001916
SLITRK1	ENSGALG00000016905
SLITRK2	ENSGALG00000009192
SLITRK4	ENSGALG00000007242
SLITRK6	ENSGALG00000016904
SLK	ENSGALG00000008318
SLMAP	ENSGALG00000005670
SLTM	ENSGALG00000004192
SLU7	ENSGALG00000034414
SLX4IP	ENSGALG00000009016
SMAD1	ENSGALG00000009977
SMAD3	ENSGALG00000035701
SMAD5	ENSGALG00000006309
SMAD6	ENSGALG00000025898
SMAD7	ENSGALG00000037160
SMAD9	ENSGALG00000017050
SMAP1	ENSGALG00000015959
SMAP2	ENSGALG00000029244
SMARCA1	ENSGALG00000008431
SMARCA2	ENSGALG00000010164
SMARCA4	ENSGALG00000047145
SMARCA5	ENSGALG00000009913
SMARCAD1	ENSGALG00000037339
SMARCAL1	ENSGALG00000011475
SMARCB1	ENSGALG00000005983
SMARCC2	ENSGALG00000041592
SMARCD1	ENSGALG00000029247
SMARCD2	ENSGALG00000029304
SMARCD3	ENSGALG00000043137
SMARCE1	ENSGALG00000003882
SMC1B	ENSGALG00000014228
SMC2	ENSGALG00000015691
SMC3	ENSGALG00000008585
SMC4	ENSGALG00000009553
SMC5	ENSGALG00000015118
SMC6	ENSGALG00000016467
SMCHD1	ENSGALG00000014811
SMCO3	ENSGALG00000011743
SMCO4	ENSGALG00000026639
SMCR8	ENSGALG00000024082
SMDT1	ENSGALG00000011897
SMG1	ENSGALG00000006829
SMG5	ENSGALG00000029918
SMG6	ENSGALG00000003108
SMG7	ENSGALG00000004667
SMG8	ENSGALG00000005093
SMIM12	ENSGALG00000030261
SMIM14	ENSGALG00000014321
SMIM15	ENSGALG00000023443
SMIM18	ENSGALG00000049741
SMIM20	ENSGALG00000022991
SMIM5	ENSGALG00000002427
SMIM8	ENSGALG00000015812
SMNDC1	ENSGALG00000008561
SMOC1	ENSGALG00000009415
SMOC2	ENSGALG00000011205
SMOX	ENSGALG00000015977
SMPD2	ENSGALG00000033245
SMPD3	ENSGALG00000034950
SMPD4	ENSGALG00000006455
SMPDL3B	ENSGALG00000000737
SMPX	ENSGALG00000019157
SMS	ENSGALG00000016379
SMTN	ENSGALG00000011865
SMTNL2	ENSGALG00000006069
SMU1	ENSGALG00000002014
SMUG1	ENSGALG00000053068
SMURF1	ENSGALG00000004655
SMURF2	ENSGALG00000003566
SMYD1	ENSGALG00000015935
SMYD2	ENSGALG00000009788
SMYD3	ENSGALG00000010653
SMYD4	ENSGALG00000003031
SMYD5	ENSGALG00000022920
SNAP23	ENSGALG00000009097
SNAP25	ENSGALG00000009003
SNAP29	ENSGALG00000040128
SNAP47	ENSGALG00000005412
SNAP91	ENSGALG00000015846
SNAPC1	ENSGALG00000011868
SNAPC3	ENSGALG00000011323
SNAPC5	ENSGALG00000007695
SNAPIN	ENSGALG00000026796
SNCA	ENSGALG00000010379
SNCAIP	ENSGALG00000005330
SNCB	ENSGALG00000021542
SNCG	ENSGALG00000002015
SNED1	ENSGALG00000043596
SNF8	ENSGALG00000001309
SNIP1	ENSGALG00000002010
SNN	ENSGALG00000028876
SNORC	ENSGALG00000040264
SNRNP25	ENSGALG00000026559
SNRNP27	ENSGALG00000013883
SNRNP35	ENSGALG00000003318
SNRNP40	ENSGALG00000000615
SNRNP48	ENSGALG00000013005
SNRPA1	ENSGALG00000007170
SNRPB2	ENSGALG00000026999
SNRPC	ENSGALG00000002773
SNRPD1	ENSGALG00000041334
SNRPD3	ENSGALG00000006596
SNRPE	ENSGALG00000000137
SNRPF	ENSGALG00000011409
SNRPG	ENSGALG00000028409
SNTB1	ENSGALG00000034528
SNTB2	ENSGALG00000027482
SNTG1	ENSGALG00000015248
SNTG2	ENSGALG00000016367
SNTN	ENSGALG00000007288
SNU13	ENSGALG00000011931
SNUPN	ENSGALG00000029537
SNW1	ENSGALG00000010501
SNX10	ENSGALG00000011046
SNX11	ENSGALG00000017553
SNX12	ENSGALG00000005659
SNX13	ENSGALG00000010840
SNX14	ENSGALG00000015831
SNX16	ENSGALG00000029678
SNX18	ENSGALG00000014914
SNX19	ENSGALG00000001425
SNX1	ENSGALG00000002189
SNX20	ENSGALG00000038374
SNX21	ENSGALG00000006836
SNX24	ENSGALG00000018874
SNX25	ENSGALG00000010610
SNX27	ENSGALG00000040687
SNX2	ENSGALG00000005337
SNX30	ENSGALG00000015660
SNX33	ENSGALG00000033110
SNX3	ENSGALG00000015304
SNX4	ENSGALG00000012052
SNX5	ENSGALG00000008691
SNX6	ENSGALG00000010025
SNX7	ENSGALG00000005478
SNX8	ENSGALG00000004255
SNX9	ENSGALG00000013710
SOAT1	ENSGALG00000004205
SOBP	ENSGALG00000043047
SOCS1	ENSGALG00000007158
SOCS3	ENSGALG00000027786
SOCS4	ENSGALG00000012179
SOCS5	ENSGALG00000010016
SOCS6	ENSGALG00000013731
SOCS7	ENSGALG00000050797
SOD1	ENSGALG00000015844
SOD2	ENSGALG00000011661
SOD3	ENSGALG00000018557
SOGA1	ENSGALG00000003409
SORBS2	ENSGALG00000013427
SORCS1	ENSGALG00000008465
SORCS2	ENSGALG00000015554
SORCS3	ENSGALG00000008434
SORD	ENSGALG00000031408
SORL1	ENSGALG00000006598
SORT1	ENSGALG00000033572
SOS2	ENSGALG00000012273
SOSTDC1	ENSGALG00000036836
SOST	ENSGALG00000009929
SOWAHC	ENSGALG00000026360
SOX10	ENSGALG00000012290
SOX11	ENSGALG00000016397
SOX13	ENSGALG00000000583
SOX14	ENSGALG00000037352
SOX18	ENSGALG00000034118
SOX1	ENSGALG00000030353
SOX21	ENSGALG00000035157
SOX2	ENSGALG00000043460
SOX30	ENSGALG00000003723
SOX5	ENSGALG00000032768
SOX6	ENSGALG00000006074
SOX7	ENSGALG00000041296
SOX8	ENSGALG00000005263
SOX9	ENSGALG00000004386
SP1	ENSGALG00000035487
SP2	ENSGALG00000000233
SP3	ENSGALG00000031796
SP4	ENSGALG00000039454
SP5	ENSGALG00000034094
SP8	ENSGALG00000035725
SP9	ENSGALG00000043079
SPACA1	ENSGALG00000043839
SPACA9	ENSGALG00000003509
SPAG16	ENSGALG00000003148
SPAG17	ENSGALG00000035228
SPAG1	ENSGALG00000049684
SPAG5	ENSGALG00000048771
SPAG6	ENSGALG00000007892
SPAG9	ENSGALG00000034001
SPAM1	ENSGALG00000008761
SPARC	ENSGALG00000004184
SPART	ENSGALG00000017053
SPAST	ENSGALG00000010620
SPATA13	ENSGALG00000019077
SPATA16	ENSGALG00000030383
SPATA17	ENSGALG00000009616
SPATA18	ENSGALG00000013964
SPATA1	ENSGALG00000008784
SPATA20	ENSGALG00000006857
SPATA22	ENSGALG00000049567
SPATA2	ENSGALG00000008026
SPATA48	ENSGALG00000013084
SPATA4	ENSGALG00000010822
SPATA5	ENSGALG00000011833
SPATA5L1	ENSGALG00000005682
SPATA6	ENSGALG00000010502
SPATA7	ENSGALG00000010607
SPATS2	ENSGALG00000033957
SPATS2L	ENSGALG00000008152
SPC25	ENSGALG00000010900
SPCS1	ENSGALG00000001655
SPCS2	ENSGALG00000019036
SPCS3	ENSGALG00000010839
SPDEF	ENSGALG00000002792
SPDL1	ENSGALG00000001942
SPDYA	ENSGALG00000017392
SPECC1	ENSGALG00000004400
SPECC1L	ENSGALG00000006648
SPEF2	ENSGALG00000023552
SPG11	ENSGALG00000008180
SPG21	ENSGALG00000007262
SPG7	ENSGALG00000028363
SPHK1	ENSGALG00000023541
SPHKAP	ENSGALG00000002974
SPI1	ENSGALG00000008127
SPICE1	ENSGALG00000045606
SPINT1	ENSGALG00000008469
SPIRE1	ENSGALG00000013817
SPIRE2	ENSGALG00000000521
SPNS2	ENSGALG00000001387
SPNS3	ENSGALG00000001410
SPO11	ENSGALG00000031768
SPOCK1	ENSGALG00000006258
SPOCK3	ENSGALG00000009568
SPON1	ENSGALG00000038775
SPON2	ENSGALG00000038433
SPOP	ENSGALG00000009939
SPOPL	ENSGALG00000012380
SPOUT1	ENSGALG00000004622
SPP1	ENSGALG00000010926
SPP2	ENSGALG00000004129
SPPL2A	ENSGALG00000031348
SPPL2B	ENSGALG00000000430
SPPL3	ENSGALG00000006979
SPRED1	ENSGALG00000028203
SPRED2	ENSGALG00000008778
SPR	ENSGALG00000000067
SPRING1	ENSGALG00000031821
SPRTN	ENSGALG00000011065
SPRY1	ENSGALG00000042067
SPRY2	ENSGALG00000016906
SPRY3	ENSGALG00000007448
SPRY4	ENSGALG00000033012
SPRYD7	ENSGALG00000017010
SPSB1	ENSGALG00000002506
SPSB3	ENSGALG00000002285
SPSB4	ENSGALG00000032053
SPTAN1	ENSGALG00000004719
SPTBN5	ENSGALG00000008940
SPTLC1	ENSGALG00000013493
SPTLC2	ENSGALG00000031928
SPTLC3	ENSGALG00000009037
SPTSSA	ENSGALG00000025755
SPTSSB	ENSGALG00000027494
SPTY2D1	ENSGALG00000006355
SPX	ENSGALG00000013273
SQLE	ENSGALG00000036915
SQSTM1	ENSGALG00000035804
SRBD1	ENSGALG00000009990
SRC	ENSGALG00000003855
SRD5A1	ENSGALG00000013063
SRD5A2	ENSGALG00000010625
SRD5A3	ENSGALG00000013804
SREBF1	ENSGALG00000027188
SREBF2	ENSGALG00000041687
SREK1IP1	ENSGALG00000026028
SRFBP1	ENSGALG00000005316
SRGAP1	ENSGALG00000009825
SRGAP2	ENSGALG00000000816
SRGAP3	ENSGALG00000008378
SRI	ENSGALG00000008985
SRM	ENSGALG00000003039
SRMS	ENSGALG00000005852
SRP14	ENSGALG00000009592
SRP19	ENSGALG00000000218
SRP54	ENSGALG00000023135
SRP68	ENSGALG00000002062
SRP72	ENSGALG00000011403
SRP9	ENSGALG00000026009
SRPK1	ENSGALG00000037546
SRPK2	ENSGALG00000008154
SRPRB	ENSGALG00000026302
SRPX2	ENSGALG00000006796
SRPX	ENSGALG00000043100
SRRD	ENSGALG00000005614
SRR	ENSGALG00000003155
SRRM1	ENSGALG00000001283
SRRM3	ENSGALG00000001932
SRSF10	ENSGALG00000004133
SRSF11	ENSGALG00000011305
SRSF1	ENSGALG00000005525
SRSF2	ENSGALG00000017357
SRSF3	ENSGALG00000000533
SRSF5	ENSGALG00000009421
SRSF6	ENSGALG00000000990
SRSF7	ENSGALG00000038528
SRXN1	ENSGALG00000054306
SS18	ENSGALG00000015119
SS18L1	ENSGALG00000005145
SS18L2	ENSGALG00000004943
SSB	ENSGALG00000009677
SSBP1	ENSGALG00000012876
SSBP2	ENSGALG00000023089
SSBP3	ENSGALG00000010774
SSC4D	ENSGALG00000001917
SSH2	ENSGALG00000021572
SSPN	ENSGALG00000014042
SSR1	ENSGALG00000012798
SSR2	ENSGALG00000000764
SSR3	ENSGALG00000028683
SSRP1	ENSGALG00000007520
SST	ENSGALG00000007361
SSTR1	ENSGALG00000010139
SSTR2	ENSGALG00000004418
SSTR3	ENSGALG00000012457
SSTR4	ENSGALG00000008362
SSTR5	ENSGALG00000005258
SSU72	ENSGALG00000001489
SSX2IP	ENSGALG00000008763
ST13	ENSGALG00000012007
ST14	ENSGALG00000001331
ST18	ENSGALG00000015254
ST3GAL1	ENSGALG00000037773
ST3GAL2	ENSGALG00000002651
ST3GAL3	ENSGALG00000010083
ST3GAL4	ENSGALG00000029747
ST3GAL5	ENSGALG00000033260
ST3GAL6	ENSGALG00000015252
ST6GAL1	ENSGALG00000005550
ST6GAL2	ENSGALG00000016803
ST6GALNAC1	ENSGALG00000001862
ST6GALNAC2	ENSGALG00000001883
ST6GALNAC3	ENSGALG00000009027
ST6GALNAC4	ENSGALG00000005063
ST6GALNAC5	ENSGALG00000009021
ST6GALNAC6	ENSGALG00000005298
ST7	ENSGALG00000037206
ST7L	ENSGALG00000001538
ST8SIA1	ENSGALG00000013211
ST8SIA2	ENSGALG00000006882
ST8SIA4	ENSGALG00000026192
ST8SIA5	ENSGALG00000035927
ST8SIA6	ENSGALG00000008671
STAC	ENSGALG00000039092
STAG1	ENSGALG00000035116
STAG2	ENSGALG00000008482
STAM2	ENSGALG00000012513
STAMBP	ENSGALG00000042555
STAMBPL1	ENSGALG00000006331
STAM	ENSGALG00000035287
STAP1	ENSGALG00000011684
STARD13	ENSGALG00000017065
STARD3	ENSGALG00000014607
STARD3NL	ENSGALG00000033038
STARD4	ENSGALG00000000241
STARD5	ENSGALG00000021193
STAR	ENSGALG00000003242
STAT1	ENSGALG00000007651
STAT3	ENSGALG00000003267
STAU1	ENSGALG00000004736
STAU2	ENSGALG00000031390
STBD1	ENSGALG00000027872
STC1	ENSGALG00000000364
STC2	ENSGALG00000002893
STEAP2	ENSGALG00000009017
STEAP3	ENSGALG00000012117
STEAP4	ENSGALG00000008997
STEEP1	ENSGALG00000008652
STIL	ENSGALG00000010478
STIM1	ENSGALG00000041762
STIM2	ENSGALG00000014355
STING1	ENSGALG00000041129
STIP1	ENSGALG00000046811
STK10	ENSGALG00000002816
STK11	ENSGALG00000040008
STK11IP	ENSGALG00000033515
STK16	ENSGALG00000011326
STK17A	ENSGALG00000031117
STK17B	ENSGALG00000007924
STK24	ENSGALG00000016885
STK25	ENSGALG00000037739
STK26	ENSGALG00000006049
STK31	ENSGALG00000010980
STK32A	ENSGALG00000029195
STK32B	ENSGALG00000029510
STK32C	ENSGALG00000020615
STK38	ENSGALG00000000523
STK38L	ENSGALG00000014094
STK39	ENSGALG00000010930
STK4	ENSGALG00000004098
STKLD1	ENSGALG00000003175
STMN1	ENSGALG00000001475
STMN2	ENSGALG00000039690
STMN3	ENSGALG00000006130
STMP1	ENSGALG00000036355
STN1	ENSGALG00000008304
STOM	ENSGALG00000001434
STOML1	ENSGALG00000001470
STOML2	ENSGALG00000002064
STOML3	ENSGALG00000017039
STON1	ENSGALG00000009092
STON2	ENSGALG00000010579
STOX2	ENSGALG00000010646
STRA6	ENSGALG00000001449
STRA8	ENSGALG00000011722
STRADA	ENSGALG00000000550
STRADB	ENSGALG00000008373
STRAP	ENSGALG00000013092
STRBP	ENSGALG00000029927
STRIP1	ENSGALG00000037995
STRIP2	ENSGALG00000038520
STRN3	ENSGALG00000040464
STRN	ENSGALG00000010580
STS	ENSGALG00000016622
STT3B	ENSGALG00000011465
STUB1	ENSGALG00000041432
STUM	ENSGALG00000009219
STX11	ENSGALG00000011673
STX12	ENSGALG00000000723
STX16	ENSGALG00000007541
STX17	ENSGALG00000013462
STX18	ENSGALG00000015012
STX19	ENSGALG00000015413
STX1A	ENSGALG00000041722
STX2	ENSGALG00000002536
STX3	ENSGALG00000035153
STX6	ENSGALG00000003880
STX7	ENSGALG00000034374
STX8	ENSGALG00000001238
STXBP3	ENSGALG00000002001
STXBP4	ENSGALG00000003033
STXBP5	ENSGALG00000012336
STXBP6	ENSGALG00000009847
STYK1	ENSGALG00000014759
STYX	ENSGALG00000052448
STYXL1	ENSGALG00000001963
STYXL2	ENSGALG00000015453
SUB1	ENSGALG00000003248
SUCLA2	ENSGALG00000016993
SUCLG1	ENSGALG00000015961
SUCLG2	ENSGALG00000007652
SUCO	ENSGALG00000003081
SUDS3	ENSGALG00000007393
SUFU	ENSGALG00000008096
SUGCT	ENSGALG00000031758
SUGP1	ENSGALG00000042132
SUGP2	ENSGALG00000003047
SUGT1	ENSGALG00000016946
SULF1	ENSGALG00000039553
SULF2	ENSGALG00000004593
SULT1C3	ENSGALG00000016805
SULT4A1	ENSGALG00000014189
SULT6B1	ENSGALG00000046375
SUMF1	ENSGALG00000008286
SUMF2	ENSGALG00000002463
SUMO1	ENSGALG00000008435
SUMO2	ENSGALG00000007971
SUMO3	ENSGALG00000032783
SUN1	ENSGALG00000003781
SUN2	ENSGALG00000028230
SUPT20H	ENSGALG00000017047
SUPT3H	ENSGALG00000016705
SUPT4H1	ENSGALG00000000944
SUPT6H	ENSGALG00000000146
SUPT7L	ENSGALG00000010048
SUPV3L1	ENSGALG00000004197
SURF1	ENSGALG00000033754
SURF2	ENSGALG00000003181
SURF4	ENSGALG00000028265
SURF6	ENSGALG00000038413
SUSD1	ENSGALG00000015677
SUSD2	ENSGALG00000005824
SUSD3	ENSGALG00000025886
SUSD4	ENSGALG00000009388
SUSD5	ENSGALG00000042289
SUSD6	ENSGALG00000009428
SUV39H2	ENSGALG00000013920
SUZ12	ENSGALG00000003277
SV2B	ENSGALG00000030250
SV2C	ENSGALG00000014967
SVBP	ENSGALG00000050725
SVEP1	ENSGALG00000015721
SVIL	ENSGALG00000007331
SVOP	ENSGALG00000034278
SVOPL	ENSGALG00000012812
SWAP70	ENSGALG00000005750
SYAP1	ENSGALG00000016548
SYBU	ENSGALG00000036527
SYCE3	ENSGALG00000042936
SYCN	ENSGALG00000050372
SYCP1	ENSGALG00000002511
SYCP3	ENSGALG00000012766
SYF2	ENSGALG00000013639
SYK	ENSGALG00000015216
SYN3	ENSGALG00000033589
SYNC	ENSGALG00000003529
SYNCRIP	ENSGALG00000015830
SYNDIG1	ENSGALG00000039587
SYNDIG1L	ENSGALG00000010233
SYNE1	ENSGALG00000013505
SYNE2	ENSGALG00000011811
SYNE3	ENSGALG00000011076
SYNGR1	ENSGALG00000027665
SYNGR2	ENSGALG00000027902
SYNGR3	ENSGALG00000005589
SYNJ1	ENSGALG00000034317
SYNJ2	ENSGALG00000013727
SYNM	ENSGALG00000007048
SYNPO2	ENSGALG00000011994
SYNPO2L	ENSGALG00000005207
SYNPO	ENSGALG00000027330
SYNPR	ENSGALG00000007284
SYNRG	ENSGALG00000005468
SYPL1	ENSGALG00000029006
SYS1	ENSGALG00000003929
SYT10	ENSGALG00000012911
SYT11	ENSGALG00000014646
SYT12	ENSGALG00000004306
SYT13	ENSGALG00000008055
SYT14	ENSGALG00000009884
SYT15	ENSGALG00000002046
SYT16	ENSGALG00000011861
SYT1	ENSGALG00000041094
SYT2	ENSGALG00000026033
SYT4	ENSGALG00000042626
SYT6	ENSGALG00000001968
SYT8	ENSGALG00000006602
SYT9	ENSGALG00000005265
SYTL1	ENSGALG00000034964
