gene	transcript	branch
ENSG00000204283	ENST00000374983	4
ENSG00000204291	ENST00000375001	0
ENSG00000204293	ENST00000375013	11
ENSG00000204296	ENST00000375007	4
ENSG00000204300	ENST00000375026	4
ENSG00000204301	ENST00000443903	2
ENSG00000204304	ENST00000375050	1
ENSG00000204305	ENST00000375056	3
ENSG00000204306	ENST00000375081	13
ENSG00000204308	ENST00000375094	0
ENSG00000204310	ENST00000412465	1
ENSG00000204311	ENST00000444615	0
ENSG00000204314	ENST00000375152	0
ENSG00000204315	ENST00000375156	1
ENSG00000204316	ENST00000409963	0
ENSG00000204323	ENST00000375215	1
ENSG00000204334	ENST00000409885	3
ENSG00000204335	ENST00000375281	0
ENSG00000204344	ENST00000519179	0
ENSG00000204347	ENST00000375366	0
ENSG00000204348	ENST00000480240	0
ENSG00000204351	ENST00000483553	0
ENSG00000204352	ENST00000375419	5
ENSG00000204356	ENST00000454913	0
ENSG00000204363	ENST00000375511	10
ENSG00000204365	ENST00000375520	3
ENSG00000204366	ENST00000375527	0
ENSG00000204370	ENST00000534010	0
ENSG00000204371	ENST00000436026	0
ENSG00000204375	ENST00000429372	13
ENSG00000204381	ENST00000436913	0
ENSG00000204382	ENST00000399805	13
ENSG00000204385	ENST00000544672	0
ENSG00000204386	ENST00000375631	0
ENSG00000204387	ENST00000375640	5
ENSG00000204388	ENST00000375650	0
ENSG00000204389	ENST00000375651	5
ENSG00000204390	ENST00000375654	0
ENSG00000204392	ENST00000375661	0
ENSG00000204393	ENST00000375670	6
ENSG00000204394	ENST00000440048	0
ENSG00000204396	ENST00000375688	0
ENSG00000204398	ENST00000375713	5
ENSG00000204403	ENST00000508062	4
ENSG00000204406	ENST00000404807	0
ENSG00000204410	ENST00000395853	0
ENSG00000204414	ENST00000392824	8
ENSG00000204420	ENST00000375804	4
ENSG00000204421	ENST00000495859	3
ENSG00000204422	ENST00000461287	0
ENSG00000204424	ENST00000556581	3
ENSG00000204427	ENST00000477462	0
ENSG00000204428	ENST00000375858	5
ENSG00000204435	ENST00000375866	0
ENSG00000204438	ENST00000456540	1
ENSG00000204439	ENST00000375911	3
ENSG00000204442	ENST00000375915	0
ENSG00000204446	ENST00000375941	5
ENSG00000204449	ENST00000432771	5
ENSG00000204463	ENST00000437771	0
ENSG00000204464	ENST00000376005	5
ENSG00000204469	ENST00000376033	0
ENSG00000204472	ENST00000376049	4
ENSG00000204475	ENST00000376072	5
ENSG00000204478	ENST00000602960	7
ENSG00000204482	ENST00000339530	3
ENSG00000204486	ENST00000327795	13
ENSG00000204495	ENST00000376132	13
ENSG00000204498	ENST00000496233	3
ENSG00000204501	ENST00000376152	12
ENSG00000204502	ENST00000376168	10
ENSG00000204503	ENST00000353410	13
ENSG00000204510	ENST00000330881	7
ENSG00000204511	ENST00000376191	4
ENSG00000204513	ENST00000437584	7
ENSG00000204514	ENST00000600634	4
ENSG00000204516	ENST00000538442	8
ENSG00000204518	ENST00000376221	1
ENSG00000204519	ENST00000601064	4
ENSG00000204524	ENST00000354309	4
ENSG00000204525	ENST00000415537	5
ENSG00000204531	ENST00000471529	1
ENSG00000204532	ENST00000534327	6
ENSG00000204533	ENST00000376271	12
ENSG00000204536	ENST00000507829	3
ENSG00000204538	ENST00000259845	3
ENSG00000204539	ENST00000376288	3
ENSG00000204540	ENST00000481450	4
ENSG00000204542	ENST00000259870	4
ENSG00000204544	ENST00000376296	1
ENSG00000204548	ENST00000376314	5
ENSG00000204560	ENST00000415603	0
ENSG00000204564	ENST00000528347	3
ENSG00000204566	ENST00000376501	5
ENSG00000204568	ENST00000506373	3
ENSG00000204569	ENST00000376511	0
ENSG00000204572	ENST00000376536	5
ENSG00000204574	ENST00000396515	0
ENSG00000204576	ENST00000376557	4
ENSG00000204577	ENST00000391750	5
ENSG00000204580	ENST00000421124	0
ENSG00000204590	ENST00000376621	0
ENSG00000204592	ENST00000376630	7
ENSG00000204595	ENST00000376650	6
ENSG00000204599	ENST00000540416	0
ENSG00000204610	ENST00000376688	3
ENSG00000204611	ENST00000600282	8
ENSG00000204612	ENST00000376708	0
ENSG00000204613	ENST00000376704	4
ENSG00000204614	ENST00000376724	4
ENSG00000204616	ENST00000376734	5
ENSG00000204618	ENST00000376751	3
ENSG00000204619	ENST00000376758	0
ENSG00000204620	ENST00000376775	5
ENSG00000204624	ENST00000389575	0
ENSG00000204628	ENST00000503081	0
ENSG00000204634	ENST00000409318	0
ENSG00000204640	ENST00000376865	4
ENSG00000204642	ENST00000414333	3
ENSG00000204644	ENST00000376881	4
ENSG00000204648	ENST00000376909	7
ENSG00000204653	ENST00000598657	5
ENSG00000204655	ENST00000494692	3
ENSG00000204657	ENST00000383640	4
ENSG00000204659	ENST00000376974	3
ENSG00000204661	ENST00000512899	8
ENSG00000204669	ENST00000377024	4
ENSG00000204671	ENST00000377035	3
ENSG00000204673	ENST00000391830	0
ENSG00000204681	ENST00000377012	0
ENSG00000204682	ENST00000377113	3
ENSG00000204683	ENST00000377118	3
ENSG00000204687	ENST00000377127	10
ENSG00000204688	ENST00000442615	11
ENSG00000204694	ENST00000377147	4
ENSG00000204695	ENST00000377160	5
ENSG00000204700	ENST00000377167	4
ENSG00000204701	ENST00000377169	4
ENSG00000204702	ENST00000377171	4
ENSG00000204703	ENST00000377173	4
ENSG00000204704	ENST00000377175	4
ENSG00000204709	ENST00000377186	5
ENSG00000204710	ENST00000377185	1
ENSG00000204711	ENST00000480564	3
ENSG00000204740	ENST00000377266	0
ENSG00000204752	ENST00000377296	9
ENSG00000204764	ENST00000520864	1
ENSG00000204767	ENST00000377365	1
ENSG00000204775	ENST00000377412	13
ENSG00000204779	ENST00000377420	13
ENSG00000204788	ENST00000414341	13
ENSG00000204790	ENST00000416428	12
ENSG00000204793	ENST00000377473	12
ENSG00000204807	ENST00000377529	13
ENSG00000204814	ENST00000377548	12
ENSG00000204822	ENST00000258105	3
ENSG00000204828	ENST00000377590	13
ENSG00000204839	ENST00000532862	3
ENSG00000204842	ENST00000551755	0
ENSG00000204843	ENST00000458655	0
ENSG00000204848	ENST00000456183	13
ENSG00000204849	ENST00000377647	13
ENSG00000204850	ENST00000377652	5
ENSG00000204851	ENST00000377655	5
ENSG00000204852	ENST00000377654	0
ENSG00000204856	ENST00000548449	4
ENSG00000204859	ENST00000466813	0
ENSG00000204866	ENST00000434646	5
ENSG00000204869	ENST00000601672	7
ENSG00000204876	ENST00000377722	3
ENSG00000204880	ENST00000333822	4
ENSG00000204882	ENST00000377741	0
ENSG00000204887	ENST00000377747	3
ENSG00000204889	ENST00000461923	1
ENSG00000204897	ENST00000312150	1
ENSG00000204899	ENST00000377818	0
ENSG00000204904	ENST00000377879	6
ENSG00000204909	ENST00000511717	4
ENSG00000204913	ENST00000377924	3
ENSG00000204918	ENST00000377930	9
ENSG00000204919	ENST00000377931	11
ENSG00000204922	ENST00000531323	4
ENSG00000204923	ENST00000377957	0
ENSG00000204928	ENST00000377976	0
ENSG00000204930	ENST00000388950	3
ENSG00000204946	ENST00000476295	2
ENSG00000204950	ENST00000378075	0
ENSG00000204952	ENST00000378079	1
ENSG00000204954	ENST00000546540	1
ENSG00000204956	ENST00000517417	0
ENSG00000204957	ENST00000378108	5
ENSG00000204960	ENST00000378120	4
ENSG00000204961	ENST00000532602	0
ENSG00000204962	ENST00000531613	0
ENSG00000204963	ENST00000525929	0
ENSG00000204965	ENST00000529859	0
ENSG00000204967	ENST00000512229	0
ENSG00000204969	ENST00000526136	0
ENSG00000204970	ENST00000504120	0
ENSG00000204977	ENST00000298772	0
ENSG00000204978	ENST00000378187	4
ENSG00000204979	ENST00000527948	4
ENSG00000204983	ENST00000492062	0
ENSG00000204991	ENST00000378247	0
ENSG00000205002	ENST00000378279	2
ENSG00000205020	ENST00000358756	10
ENSG00000205021	ENST00000422211	9
ENSG00000205022	ENST00000419291	0
ENSG00000205029	ENST00000378396	1
ENSG00000205030	ENST00000378397	1
ENSG00000205038	ENST00000378402	0
ENSG00000205045	ENST00000361112	8
ENSG00000205047	ENST00000446344	4
ENSG00000205057	ENST00000378487	5
ENSG00000205060	ENST00000416907	0
ENSG00000205076	ENST00000599035	3
ENSG00000205078	ENST00000378644	5
ENSG00000205081	ENST00000378653	1
ENSG00000205084	ENST00000565067	0
ENSG00000205085	ENST00000474069	3
ENSG00000205086	ENST00000378711	4
ENSG00000205089	ENST00000378731	0
ENSG00000205090	ENST00000378733	0
ENSG00000205097	ENST00000504750	9
ENSG00000205106	ENST00000378779	5
ENSG00000205108	ENST00000378788	3
ENSG00000205111	ENST00000419111	3
ENSG00000205116	ENST00000378821	5
ENSG00000205129	ENST00000512770	1
ENSG00000205133	ENST00000537541	1
ENSG00000205138	ENST00000378887	0
ENSG00000205143	ENST00000378909	2
ENSG00000205147	ENST00000535853	4
ENSG00000205148	ENST00000378936	3
ENSG00000205155	ENST00000222266	0
ENSG00000205174	ENST00000379007	5
ENSG00000205176	ENST00000379010	13
ENSG00000205177	ENST00000379011	4
ENSG00000205186	ENST00000379071	4
ENSG00000205189	ENST00000426744	0
ENSG00000205208	ENST00000379205	1
ENSG00000205209	ENST00000601241	11
ENSG00000205212	ENST00000327925	12
ENSG00000205213	ENST00000480977	0
ENSG00000205220	ENST00000574576	0
ENSG00000205221	ENST00000457137	0
ENSG00000205236	ENST00000519541	9
ENSG00000205238	ENST00000507918	11
ENSG00000205246	ENST00000486528	7
ENSG00000205250	ENST00000569573	0
ENSG00000205268	ENST00000396642	0
ENSG00000205269	ENST00000379426	0
ENSG00000205277	ENST00000379442	5
ENSG00000205279	ENST00000395322	1
ENSG00000205281	ENST00000439287	9
ENSG00000205301	ENST00000511113	1
ENSG00000205302	ENST00000514949	0
ENSG00000205307	ENST00000538735	4
ENSG00000205309	ENST00000478373	0
ENSG00000205318	ENST00000379591	4
ENSG00000205323	ENST00000444631	0
ENSG00000205327	ENST00000548615	4
ENSG00000205328	ENST00000379665	4
ENSG00000205329	ENST00000379667	5
ENSG00000205330	ENST00000379668	4
ENSG00000205334	ENST00000379677	1
ENSG00000205336	ENST00000388813	1
ENSG00000205339	ENST00000379719	0
ENSG00000205352	ENST00000549135	5
ENSG00000205356	ENST00000423128	0
ENSG00000205358	ENST00000569155	8
ENSG00000205359	ENST00000379810	4
ENSG00000205362	ENST00000290705	6
ENSG00000205363	ENST00000379822	0
ENSG00000205364	ENST00000379818	4
ENSG00000205403	ENST00000510800	1
ENSG00000205409	ENST00000329322	4
ENSG00000205413	ENST00000446617	4
ENSG00000205420	ENST00000330722	1
ENSG00000205423	ENST00000427478	0
ENSG00000205426	ENST00000327741	3
ENSG00000205436	ENST00000560304	4
ENSG00000205439	ENST00000397907	4
ENSG00000205441	ENST00000380102	3
ENSG00000205442	ENST00000418122	4
ENSG00000205445	ENST00000391621	5
ENSG00000205456	ENST00000568044	12
ENSG00000205464	ENST00000439350	0
ENSG00000205476	ENST00000554877	0
ENSG00000205495	ENST00000380370	12
ENSG00000205496	ENST00000380371	11
ENSG00000205497	ENST00000380373	12
ENSG00000205502	ENST00000380392	1
ENSG00000205517	ENST00000589032	0
ENSG00000205531	ENST00000399614	2
ENSG00000205542	ENST00000380633	0
ENSG00000205544	ENST00000302422	0
ENSG00000205549	ENST00000380685	3
ENSG00000205560	ENST00000434492	0
ENSG00000205571	ENST00000380741	13
ENSG00000205572	ENST00000515588	13
ENSG00000205581	ENST00000361263	1
ENSG00000205592	ENST00000425730	1
ENSG00000205593	ENST00000433760	0
ENSG00000205595	ENST00000380846	13
ENSG00000205609	ENST00000398943	1
ENSG00000205629	ENST00000572761	0
ENSG00000205639	ENST00000453731	0
ENSG00000205643	ENST00000404744	1
ENSG00000205659	ENST00000554938	0
ENSG00000205664	ENST00000425492	9
ENSG00000205667	ENST00000381130	1
ENSG00000205669	ENST00000554229	0
ENSG00000205670	ENST00000399295	1
ENSG00000205678	ENST00000509536	2
ENSG00000205683	ENST00000541685	1
ENSG00000205693	ENST00000381273	0
ENSG00000205707	ENST00000381356	0
ENSG00000205710	ENST00000521575	0
ENSG00000205718	ENST00000381394	11
ENSG00000205726	ENST00000437126	0
ENSG00000205730	ENST00000381440	1
ENSG00000205740	ENST00000381466	5
ENSG00000205744	ENST00000588421	0
ENSG00000205745	ENST00000381493	5
ENSG00000205754	ENST00000554957	0
ENSG00000205758	ENST00000420072	1
ENSG00000205765	ENST00000381647	0
ENSG00000205777	ENST00000381709	6
ENSG00000205784	ENST00000381781	3
ENSG00000205791	ENST00000381800	4
ENSG00000205795	ENST00000381813	2
ENSG00000205808	ENST00000381883	0
ENSG00000205809	ENST00000381901	3
ENSG00000205810	ENST00000396439	5
ENSG00000205832	ENST00000444310	0
ENSG00000205835	ENST00000456552	1
ENSG00000205838	ENST00000502674	1
ENSG00000205846	ENST00000382073	5
ENSG00000205850	ENST00000422229	10
ENSG00000205853	ENST00000577714	7
ENSG00000205856	ENST00000382097	9
ENSG00000205857	ENST00000382119	5
ENSG00000205858	ENST00000401542	2
ENSG00000205863	ENST00000382145	0
ENSG00000205864	ENST00000382160	13
ENSG00000205867	ENST00000412090	3
ENSG00000205869	ENST00000382171	3
ENSG00000205882	ENST00000526438	5
ENSG00000205883	ENST00000382208	5
ENSG00000205884	ENST00000382209	5
ENSG00000205899	ENST00000391429	0
ENSG00000205922	ENST00000382349	0
ENSG00000205923	ENST00000382350	5
ENSG00000205927	ENST00000333337	0
ENSG00000205929	ENST00000536776	1
ENSG00000205930	ENST00000477513	5
ENSG00000205937	ENST00000564601	0
ENSG00000205971	ENST00000382528	3
ENSG00000205978	ENST00000382554	4
ENSG00000205981	ENST00000469657	2
ENSG00000206013	ENST00000382614	1
ENSG00000206026	ENST00000579022	2
ENSG00000206043	ENST00000579455	2
ENSG00000206044	ENST00000382678	3
ENSG00000206047	ENST00000382679	12
ENSG00000206052	ENST00000382713	1
ENSG00000206053	ENST00000569765	0
ENSG00000206073	ENST00000356424	4
ENSG00000206075	ENST00000382771	1
ENSG00000206102	ENST00000382822	3
ENSG00000206104	ENST00000382826	4
ENSG00000206105	ENST00000382828	4
ENSG00000206106	ENST00000382830	5
ENSG00000206107	ENST00000382835	5
ENSG00000206127	ENST00000414865	9
ENSG00000206150	ENST00000382951	3
ENSG00000206172	ENST00000320868	0
ENSG00000206177	ENST00000356815	5
ENSG00000206181	ENST00000332567	6
ENSG00000206190	ENST00000356865	0
ENSG00000206199	ENST00000383050	1
ENSG00000206203	ENST00000399635	2
ENSG00000206260	ENST00000383163	5
ENSG00000206262	ENST00000383165	3
ENSG00000206344	ENST00000424675	8
ENSG00000206384	ENST00000453409	0
ENSG00000206418	ENST00000329286	0
ENSG00000206422	ENST00000383467	0
ENSG00000206432	ENST00000581347	0
ENSG00000206474	ENST00000444197	11
ENSG00000206483	ENST00000383572	1
ENSG00000206503	ENST00000376809	2
ENSG00000206527	ENST00000383657	0
ENSG00000206530	ENST00000393845	0
ENSG00000206531	ENST00000398214	4
ENSG00000206532	ENST00000485473	5
ENSG00000206535	ENST00000383693	1
ENSG00000206536	ENST00000383695	3
ENSG00000206538	ENST00000398399	1
ENSG00000206549	ENST00000460241	5
ENSG00000206557	ENST00000383763	0
ENSG00000206559	ENST00000420223	3
ENSG00000206560	ENST00000383777	0
ENSG00000206561	ENST00000383785	0
ENSG00000206562	ENST00000598878	0
ENSG00000206579	ENST00000327381	0
ENSG00000211445	ENST00000517973	0
ENSG00000211448	ENST00000554188	0
ENSG00000211450	ENST00000534355	2
ENSG00000211452	ENST00000388876	0
ENSG00000211455	ENST00000539577	0
ENSG00000211456	ENST00000445499	0
ENSG00000211460	ENST00000536142	0
ENSG00000211584	ENST00000551301	0
ENSG00000212122	ENST00000390666	4
ENSG00000212123	ENST00000419421	2
ENSG00000212124	ENST00000390673	12
ENSG00000212126	ENST00000506868	5
ENSG00000212127	ENST00000537503	5
ENSG00000212128	ENST00000390677	5
ENSG00000212643	ENST00000391338	9
ENSG00000212657	ENST00000391352	4
ENSG00000212658	ENST00000391353	3
ENSG00000212659	ENST00000391355	3
ENSG00000212710	ENST00000525417	5
ENSG00000212719	ENST00000391411	8
ENSG00000212721	ENST00000391413	5
ENSG00000212724	ENST00000391418	3
ENSG00000212725	ENST00000391419	3
ENSG00000212734	ENST00000391428	3
ENSG00000212743	ENST00000391437	5
ENSG00000212747	ENST00000391440	6
ENSG00000212768	ENST00000391457	4
ENSG00000212807	ENST00000391496	13
ENSG00000212864	ENST00000392827	0
ENSG00000212899	ENST00000391586	3
ENSG00000212900	ENST00000391587	3
ENSG00000212901	ENST00000391588	3
ENSG00000212916	ENST00000418460	2
ENSG00000212928	ENST00000391612	2
ENSG00000212933	ENST00000391618	5
ENSG00000212935	ENST00000391620	4
ENSG00000212938	ENST00000391624	5
ENSG00000212952	ENST00000540551	13
ENSG00000212993	ENST00000465342	5
ENSG00000212997	ENST00000391679	5
ENSG00000212998	ENST00000391680	4
ENSG00000212999	ENST00000391681	2
ENSG00000213002	ENST00000391684	2
ENSG00000213015	ENST00000545125	4
ENSG00000213020	ENST00000597343	8
ENSG00000213022	ENST00000376832	4
ENSG00000213023	ENST00000544769	0
ENSG00000213024	ENST00000413454	0
ENSG00000213029	ENST00000366688	2
ENSG00000213030	ENST00000355414	9
ENSG00000213047	ENST00000400967	0
ENSG00000213057	ENST00000367638	5
ENSG00000213064	ENST00000367825	0
ENSG00000213066	ENST00000349556	1
ENSG00000213077	ENST00000392176	12
ENSG00000213079	ENST00000417268	0
ENSG00000213085	ENST00000426543	0
ENSG00000213088	ENST00000368121	4
ENSG00000213096	ENST00000342944	8
ENSG00000213123	ENST00000431391	1
ENSG00000213132	ENST00000392468	3
ENSG00000213139	ENST00000392499	0
ENSG00000213145	ENST00000409393	0
ENSG00000213160	ENST00000498202	0
ENSG00000213185	ENST00000368896	5
ENSG00000213186	ENST00000543469	0
ENSG00000213190	ENST00000368921	1
ENSG00000213199	ENST00000297512	0
ENSG00000213203	ENST00000307194	0
ENSG00000213204	ENST00000507897	0
ENSG00000213213	ENST00000338005	3
ENSG00000213214	ENST00000378115	9
ENSG00000213215	ENST00000392899	4
ENSG00000213218	ENST00000345366	2
ENSG00000213221	ENST00000371738	1
ENSG00000213231	ENST00000340722	5
ENSG00000213246	ENST00000579289	4
ENSG00000213265	ENST00000356588	3
ENSG00000213281	ENST00000369535	1
ENSG00000213297	ENST00000430024	4
ENSG00000213316	ENST00000401985	2
ENSG00000213337	ENST00000393537	1
ENSG00000213339	ENST00000587599	0
ENSG00000213341	ENST00000370397	0
ENSG00000213347	ENST00000427908	0
ENSG00000213380	ENST00000567493	0
ENSG00000213390	ENST00000355366	0
ENSG00000213397	ENST00000370212	3
ENSG00000213398	ENST00000575467	0
ENSG00000213402	ENST00000326294	2
ENSG00000213413	ENST00000317271	11
ENSG00000213416	ENST00000394014	4
ENSG00000213417	ENST00000394015	3
ENSG00000213420	ENST00000292377	0
ENSG00000213424	ENST00000580719	0
ENSG00000213445	ENST00000394227	3
ENSG00000213463	ENST00000256366	0
ENSG00000213465	ENST00000533729	0
ENSG00000213471	ENST00000438251	1
ENSG00000213494	ENST00000480944	4
ENSG00000213516	ENST00000321792	8
ENSG00000213523	ENST00000336283	0
ENSG00000213533	ENST00000485356	0
ENSG00000213551	ENST00000372950	0
ENSG00000213563	ENST00000524821	0
ENSG00000213578	ENST00000395018	0
ENSG00000213585	ENST00000425992	0
ENSG00000213593	ENST00000529403	0
ENSG00000213614	ENST00000568260	0
ENSG00000213619	ENST00000534716	0
ENSG00000213625	ENST00000371065	0
ENSG00000213626	ENST00000407930	0
ENSG00000213638	ENST00000329478	1
ENSG00000213639	ENST00000358506	0
ENSG00000213654	ENST00000375043	4
ENSG00000213658	ENST00000566177	4
ENSG00000213672	ENST00000341520	0
ENSG00000213676	ENST00000453203	0
ENSG00000213689	ENST00000436480	3
ENSG00000213694	ENST00000375846	0
ENSG00000213699	ENST00000416475	0
ENSG00000213714	ENST00000371325	4
ENSG00000213719	ENST00000375784	0
ENSG00000213722	ENST00000436437	0
ENSG00000213741	ENST00000245458	0
ENSG00000213759	ENST00000446444	12
ENSG00000213760	ENST00000415099	1
ENSG00000213762	ENST00000396161	4
ENSG00000213780	ENST00000453897	0
ENSG00000213782	ENST00000544400	0
ENSG00000213809	ENST00000240618	3
ENSG00000213822	ENST00000451626	6
ENSG00000213828	ENST00000396489	6
ENSG00000213853	ENST00000536829	0
ENSG00000213859	ENST00000333751	4
ENSG00000213865	ENST00000390159	5
ENSG00000213886	ENST00000377050	3
ENSG00000213888	ENST00000504184	5
ENSG00000213889	ENST00000401705	0
ENSG00000213892	ENST00000587331	3
ENSG00000213901	ENST00000318673	1
ENSG00000213903	ENST00000556141	0
ENSG00000213906	ENST00000528054	0
ENSG00000213918	ENST00000576792	0
ENSG00000213920	ENST00000396833	3
ENSG00000213921	ENST00000396841	5
ENSG00000213922	ENST00000396843	3
ENSG00000213923	ENST00000405675	0
ENSG00000213927	ENST00000259631	3
ENSG00000213928	ENST00000324076	0
ENSG00000213930	ENST00000556244	0
ENSG00000213931	ENST00000292896	1
ENSG00000213934	ENST00000330597	6
ENSG00000213937	ENST00000445369	4
ENSG00000213949	ENST00000282588	0
ENSG00000213953	ENST00000396985	9
ENSG00000213965	ENST00000397061	0
ENSG00000213967	ENST00000322487	9
ENSG00000213977	ENST00000225525	0
ENSG00000213983	ENST00000554477	3
ENSG00000213988	ENST00000469078	7
ENSG00000213995	ENST00000424185	0
ENSG00000213996	ENST00000389363	0
ENSG00000213999	ENST00000162023	0
ENSG00000214013	ENST00000318010	0
ENSG00000214021	ENST00000310252	0
ENSG00000214022	ENST00000466559	4
ENSG00000214026	ENST00000397298	0
ENSG00000214029	ENST00000397313	5
ENSG00000214042	ENST00000239347	11
ENSG00000214046	ENST00000600740	4
ENSG00000214050	ENST00000521548	0
ENSG00000214063	ENST00000409531	0
ENSG00000214078	ENST00000440240	0
ENSG00000214087	ENST00000576914	1
ENSG00000214097	ENST00000397537	2
ENSG00000214102	ENST00000397541	0
ENSG00000214106	ENST00000411526	0
ENSG00000214107	ENST00000397548	5
ENSG00000214114	ENST00000397572	1
ENSG00000214128	ENST00000413208	0
ENSG00000214140	ENST00000586148	3
ENSG00000214160	ENST00000423996	0
ENSG00000214167	ENST00000375684	3
ENSG00000214188	ENST00000397750	4
ENSG00000214189	ENST00000596883	8
ENSG00000214193	ENST00000480549	0
ENSG00000214194	ENST00000397764	3
ENSG00000214212	ENST00000592854	3
ENSG00000214215	ENST00000397833	4
ENSG00000214216	ENST00000397832	0
ENSG00000214226	ENST00000397861	1
ENSG00000214237	ENST00000465419	0
ENSG00000214239	ENST00000397897	5
ENSG00000214253	ENST00000435848	0
ENSG00000214265	ENST00000557230	4
ENSG00000214274	ENST00000397990	4
ENSG00000214285	ENST00000398023	1
ENSG00000214290	ENST00000528846	0
ENSG00000214300	ENST00000332397	11
ENSG00000214309	ENST00000421390	0
ENSG00000214314	ENST00000398089	9
ENSG00000214324	ENST00000398112	6
ENSG00000214325	ENST00000538623	5
ENSG00000214338	ENST00000525778	0
ENSG00000214357	ENST00000520919	0
ENSG00000214360	ENST00000398186	2
ENSG00000214367	ENST00000514395	0
ENSG00000214376	ENST00000409977	0
ENSG00000214397	ENST00000378904	0
ENSG00000214402	ENST00000460177	3
ENSG00000214413	ENST00000448814	0
ENSG00000214414	ENST00000398290	4
ENSG00000214415	ENST00000398291	2
ENSG00000214435	ENST00000369880	0
ENSG00000214447	ENST00000331733	0
ENSG00000214456	ENST00000381848	1
ENSG00000214479	ENST00000398400	9
ENSG00000214491	ENST00000402034	5
ENSG00000214510	ENST00000398450	5
ENSG00000214511	ENST00000398455	1
ENSG00000214517	ENST00000328257	0
ENSG00000214518	ENST00000398477	4
ENSG00000214530	ENST00000537947	0
ENSG00000214556	ENST00000398575	1
ENSG00000214562	ENST00000381697	11
ENSG00000214575	ENST00000398592	0
ENSG00000214595	ENST00000356458	0
ENSG00000214597	ENST00000526263	4
ENSG00000214642	ENST00000398718	5
ENSG00000214643	ENST00000398721	5
ENSG00000214655	ENST00000466354	0
ENSG00000214670	ENST00000338772	2
ENSG00000214681	ENST00000446461	5
ENSG00000214686	ENST00000398780	4
ENSG00000214688	ENST00000441508	0
ENSG00000214694	ENST00000536934	1
ENSG00000214700	ENST00000429849	9
ENSG00000214706	ENST00000336089	0
ENSG00000214708	ENST00000398832	4
ENSG00000214711	ENST00000398824	1
ENSG00000214717	ENST00000381223	2
ENSG00000214732	ENST00000372963	2
ENSG00000214736	ENST00000398884	1
ENSG00000214753	ENST00000301785	1
ENSG00000214756	ENST00000532971	0
ENSG00000214782	ENST00000398983	3
ENSG00000214787	ENST00000398984	5
ENSG00000214788	ENST00000398992	5
ENSG00000214814	ENST00000522917	1
ENSG00000214827	ENST00000362018	2
ENSG00000214841	ENST00000399077	6
ENSG00000214842	ENST00000399080	1
ENSG00000214854	ENST00000456974	10
ENSG00000214860	ENST00000399134	9
ENSG00000214866	ENST00000399143	3
ENSG00000214872	ENST00000399154	3
ENSG00000214891	ENST00000530230	12
ENSG00000214900	ENST00000399206	5
ENSG00000214919	ENST00000399242	4
ENSG00000214921	ENST00000399246	3
ENSG00000214929	ENST00000344803	6
ENSG00000214941	ENST00000460315	0
ENSG00000214944	ENST00000287898	0
ENSG00000214954	ENST00000448384	1
ENSG00000214960	ENST00000399310	0
ENSG00000214967	ENST00000327792	12
ENSG00000214978	ENST00000399363	1
ENSG00000214999	ENST00000399413	0
ENSG00000215009	ENST00000399422	8
ENSG00000215012	ENST00000407472	5
ENSG00000215014	ENST00000366221	4
ENSG00000215018	ENST00000399429	0
ENSG00000215020	ENST00000374258	10
ENSG00000215021	ENST00000536316	0
ENSG00000215029	ENST00000429905	3
ENSG00000215041	ENST00000571887	0
ENSG00000215045	ENST00000452113	0
ENSG00000215046	ENST00000448512	13
ENSG00000215067	ENST00000575727	4
ENSG00000215114	ENST00000399598	2
ENSG00000215126	ENST00000466582	13
ENSG00000215131	ENST00000437192	3
ENSG00000215182	ENST00000534821	0
ENSG00000215183	ENST00000436428	0
ENSG00000215186	ENST00000421285	8
ENSG00000215187	ENST00000447837	3
ENSG00000215193	ENST00000474897	2
ENSG00000215203	ENST00000399770	0
ENSG00000215217	ENST00000509627	3
ENSG00000215218	ENST00000399816	0
ENSG00000215244	ENST00000399868	4
ENSG00000215251	ENST00000380266	0
ENSG00000215262	ENST00000522372	2
ENSG00000215269	ENST00000445148	13
ENSG00000215271	ENST00000431326	1
ENSG00000215274	ENST00000407599	8
ENSG00000215277	ENST00000470456	3
ENSG00000215298	ENST00000399967	3
ENSG00000215301	ENST00000542215	0
ENSG00000215305	ENST00000380443	0
ENSG00000215306	ENST00000399979	8
ENSG00000215346	ENST00000400102	5
ENSG00000215356	ENST00000443676	13
ENSG00000215375	ENST00000506838	2
ENSG00000215397	ENST00000246104	0
ENSG00000215405	ENST00000427390	13
ENSG00000215421	ENST00000309902	0
ENSG00000215428	ENST00000277491	3
ENSG00000215440	ENST00000525967	0
ENSG00000215454	ENST00000400374	3
ENSG00000215455	ENST00000400375	5
ENSG00000215462	ENST00000400396	4
ENSG00000215472	ENST00000584895	0
ENSG00000215474	ENST00000425639	0
ENSG00000215475	ENST00000400405	1
ENSG00000215504	ENST00000544076	5
ENSG00000215527	ENST00000400514	5
ENSG00000215529	ENST00000439060	4
ENSG00000215545	ENST00000400549	5
ENSG00000215547	ENST00000400552	6
ENSG00000215549	ENST00000400553	4
ENSG00000215568	ENST00000465611	8
ENSG00000215595	ENST00000400633	5
ENSG00000215612	ENST00000506970	1
ENSG00000215621	ENST00000457257	0
ENSG00000215644	ENST00000400723	0
ENSG00000215695	ENST00000345034	1
ENSG00000215712	ENST00000400788	1
