paralog_pair,PC9_GI_score_rank,PC9_GI_score,PC9_GI_fdr,HeLa_GI_score_rank,HeLa_GI_score,HeLa_GI_fdr,target1,target2,target1_ensembl_id,target1_chr,target1_start_pos,target2_ensembl_id,target2_hgnc_symbol,target2_chr,target2_start_pos,PC9_target1_TPM,PC9_target2_TPM,PC9_target1_essential,PC9_target2_essential,PC9_target1_cn,PC9_target2_cn,PC9_DKO_expected_CS,PC9_DKO_observed_CS,PC9_GI_pval,HeLa_target1_TPM,HeLa_target2_TPM,HeLa_target1_cn,HeLa_target2_cn,HeLa_DKO_expected_CS,HeLa_DKO_observed_CS,HeLa_GI_pval,PC9_GI_flag,HeLa_GI_flag,GI_flag,same_chr,same_chr_dist,proximity
PRRX2|PRRX1,687,0.08742142,0.71411963,467,-0.078384733,0.480218788,PRRX2,PRRX1,ENSG00000167157,9,129665647,ENSG00000116132,PRRX1,1,170662728,0.299,0.299,FALSE,FALSE,2.019098853,2.007571346,0.062130274,0.157658317,0.536869072,18.19293474,0.817659988,2.592948914,2.077957277,-0.514962001,-0.514392753,0.274109484,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
LANCL2|LANCL1,771,0.157697949,0.71411963,917,0.201226494,0.250851626,LANCL2,LANCL1,ENSG00000132434,7,55365448,ENSG00000115365,LANCL1,2,210431249,29.289,18.901,FALSE,FALSE,3.842972216,1.690709514,-0.47574247,-0.212347313,0.537076128,7.38449177,87.42573907,2.179274848,2.135635615,-0.797577046,-0.482951327,0.085240844,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CACNG7|CACNG5,445,-0.089325074,0.71411963,963,0.268955363,0.247153172,CACNG7,CACNG5,ENSG00000105605,19,53909335,ENSG00000075429,CACNG5,17,66835117,0,0,FALSE,FALSE,2.295209974,2.040078197,-0.036384904,-0.099728953,0.537169566,0,0,1.854113676,2.097636225,-0.064029069,0.228920373,0.082784315,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
VANGL2|VANGL1,667,0.070617784,0.71411963,882,0.171052125,0.083412333,VANGL2,VANGL1,ENSG00000162738,1,160400564,ENSG00000173218,VANGL1,1,115641970,0.339,18.82,FALSE,FALSE,2.007571346,2.713670811,-0.202766864,-0.075980035,0.537323022,0,9.824695798,2.071105064,2.102822036,-0.235337537,-0.019412183,0.012844737,neither_in_PC9,neither_in_HeLa,neither,TRUE,44758594,greater_than_1Mb
CALB2|CALB1,650,0.055188894,0.715049992,966,0.277033136,0.051432158,CALB2,CALB1,ENSG00000172137,16,71358713,ENSG00000104327,CALB1,8,90058608,195.301,74.248,FALSE,FALSE,2.042583548,2.373907618,0.30252224,0.322201505,0.539186562,0.344950308,5.736395856,1.843523403,1.886996305,0.01348732,0.305066804,0.006141899,neither_in_PC9,buffering_in_HeLa,buffering,FALSE,NA,diff_chr
WNT2B|WNT2,680,0.079425709,0.715049992,347,-0.13787687,0.408369018,WNT2B,WNT2,ENSG00000134245,1,112466541,ENSG00000105989,WNT2,7,117275451,0.747,0,FALSE,FALSE,2.713670811,1.930586395,-0.306296087,-0.151917193,0.539411499,1.175386233,0,2.102822036,2.145597302,-0.126189077,-0.232495779,0.201535204,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
RAB39B|RAB39A,469,-0.07348838,0.716417681,733,0.059597369,0.589129155,RAB39B,RAB39A,ENSG00000155961,X,155258235,ENSG00000179331,RAB39A,11,107928448,0,0,FALSE,FALSE,1.726264013,2.593353083,1.103590118,0.849247912,0.541522625,0.076655624,0,1.880869374,1.569433786,0.578087005,0.583417068,0.393918226,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
MOGAT2|MOGAT1,431,-0.098040822,0.716417681,596,-0.013744547,0.90820054,MOGAT2,MOGAT1,ENSG00000166391,11,75717838,ENSG00000124003,MOGAT1,2,222671658,0,0,FALSE,FALSE,2.32861398,3.343328154,-0.280898757,-0.308594436,0.541834343,0,0,2.128025749,2.135635615,-0.580125027,-0.506973496,0.825316219,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CSAD|GADL1,453,-0.084359557,0.718752171,950,0.249755763,0.310325805,CSAD,GADL1,ENSG00000139631,12,53157663,ENSG00000144644,GADL1,3,30726200,15.575,0,FALSE,FALSE,2.010152424,1.726574682,-0.32373136,-0.329974309,0.544503461,9.47974549,0.102207499,2.114116423,2.139420288,-0.948909363,-0.567309926,0.121720024,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ASAP1|ASAP2,403,-0.113433722,0.718752171,749,0.068822682,0.712656558,ASAP1,ASAP2,ENSG00000153317,8,130052104,ENSG00000151693,ASAP2,2,9206765,33.526,15.004,FALSE,FALSE,2.374240018,2.194032413,0.129818997,0.012210588,0.544995578,21.60411,3.820005258,2.342572503,1.85340354,-0.456253828,-0.315632542,0.529995072,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ALG1L|ALG1L2,938,0.332128811,0.721353827,90,-0.488662765,0.468686071,ALG1L,ALG1L2,ENSG00000189366,3,125929275,ENSG00000251287,ALG1L2,3,130081831,0.339,1.521,TRUE,FALSE,1.816174759,1.816174759,-2.333501006,-1.558606891,0.547668633,0.229966872,0.702676552,1.836304366,1.836304366,-1.524742044,-1.811378399,0.263010242,neither_in_PC9,neither_in_HeLa,neither,TRUE,4152556,greater_than_1Mb
BTN2A2|BTN2A1,683,0.081308865,0.729570433,445,-0.092077789,0.490938879,BTN2A2,BTN2A1,ENSG00000124508,6,26383096,ENSG00000112763,BTN2A1,6,26457904,7.482,13.782,FALSE,FALSE,2.030507497,2.030507497,0.167654011,0.237923477,0.554615193,6.937333964,10.10576642,1.861307322,1.861307322,-0.009695185,-0.084401133,0.284706454,neither_in_PC9,neither_in_HeLa,neither,TRUE,74808,less_than_1Mb
MYO1D|MYO1G,728,0.121451842,0.73144268,328,-0.148570955,0.568815909,MYO1D,MYO1G,ENSG00000176658,17,32492522,ENSG00000136286,MYO1G,7,44962662,11.474,0.19,FALSE,FALSE,2.0024102,2.652323303,-0.216488474,-0.036377965,0.557054762,0.33217437,0.153311248,2.109031236,2.09232336,0.135029069,-0.013809099,0.366692974,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PTPN11|PTPN6,401,-0.114284631,0.73144268,198,-0.26403207,0.332005255,PTPN11,PTPN6,ENSG00000179295,12,112418351,ENSG00000111679,PTPN6,12,6946468,40.6,33.308,FALSE,FALSE,1.995388069,2.338675232,-2.050983849,-1.773762538,0.557458741,47.4498312,1.533112478,1.853817714,2.151568316,-1.481225376,-1.548534866,0.139330538,neither_in_PC9,neither_in_HeLa,neither,TRUE,105471883,greater_than_1Mb
ARAF|RAF1,456,-0.082136823,0.731916117,793,0.092389443,0.582002123,ARAF,RAF1,ENSG00000078061,X,47561100,ENSG00000132155,RAF1,3,12583601,19.064,40.858,FALSE,FALSE,1.367818258,1.844727545,0.304134299,0.186195359,0.558530163,35.38934637,48.53578587,1.881602365,2.139420288,-0.369020956,-0.21546489,0.38253926,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
HTR1D|HTR1B,435,-0.094296112,0.735278444,504,-0.06289844,0.576925952,HTR1D,HTR1B,ENSG00000179546,1,23191895,ENSG00000135312,HTR1B,6,77460924,3.666,0,FALSE,FALSE,1.691197067,2.00837552,-0.234756877,-0.267079739,0.562479484,2.108029657,0,2.09232336,1.884724389,0.023368963,-0.026187508,0.375715836,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SCX|TCF15,627,0.036249299,0.735278444,376,-0.124018667,0.196839566,SCX,TCF15,ENSG00000260428,8,144266453,ENSG00000125878,TCF15,20,603797,NA,0,FALSE,FALSE,2.887087083,2.070746529,0.361680783,0.351686843,0.563111381,NA,0,2.404931704,1.569473258,5.08E-04,-0.107382024,0.053318678,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
C1GALT1C1L|C1GALT1C1,679,0.079225887,0.735278444,641,0.012864513,0.951159087,C1GALT1C1L,C1GALT1C1,ENSG00000223658,2,43675151,ENSG00000171155,C1GALT1C1,X,120625674,NA,108.154,FALSE,FALSE,2.535552672,2.119908605,-0.476993999,-0.291843829,0.563862464,NA,41.1512941,1.86154616,1.870490223,-0.265041705,-0.203683605,0.922277453,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ACTRT1|ACTRT2,489,-0.063322915,0.735278444,422,-0.102563236,0.411595028,ACTRT1,ACTRT2,ENSG00000123165,X,128050962,ENSG00000169717,ACTRT2,1,3021467,0,0,FALSE,FALSE,2.119908605,2.141667864,-0.225377182,-0.22842868,0.564221829,0,0,1.874542257,2.10030234,-0.005877025,-0.091533777,0.205797514,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
LYZL2|LYZL1,470,-0.073236845,0.735278444,325,-0.151111833,0.257817791,LYZL2,LYZL1,ENSG00000151033,10,30611779,ENSG00000120563,LYZL1,10,29289061,0,0,FALSE,FALSE,1.785204312,1.785204312,-0.096440965,-0.132800329,0.56466529,0,0,1.862502175,1.862502175,-0.055854437,-0.183968518,0.09061169,neither_in_PC9,neither_in_HeLa,neither,TRUE,1322718,greater_than_1Mb
LHFPL6|LHFPL1,391,-0.126761689,0.735643196,479,-0.075685359,0.562108013,LHFPL6,LHFPL1,ENSG00000183722,13,39209116,ENSG00000182508,LHFPL1,X,112630648,NA,0,FALSE,FALSE,1.792064597,2.119908605,-0.148324119,-0.228794749,0.566270296,NA,0,1.81988871,1.870490223,0.102156605,0.030210544,0.359639981,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SLC22A5|SLC22A4,685,0.082192406,0.735643196,1013,0.441895429,0.0037392,SLC22A5,SLC22A4,ENSG00000197375,5,132369710,ENSG00000197208,SLC22A4,5,132294394,7.645,1.562,FALSE,FALSE,2.009115283,2.009115283,-0.240455423,-0.095255834,0.566781427,6.707367092,3.768901509,2.123188446,2.123188446,-0.665254837,-0.126087672,7.74E-05,neither_in_PC9,buffering_in_HeLa,buffering,TRUE,75316,less_than_1Mb
RDH12|RDH11,651,0.055880577,0.735643196,859,0.143523439,0.562920376,RDH12,RDH11,ENSG00000139988,14,67701886,ENSG00000072042,RDH11,14,67676800,0.177,116.545,FALSE,FALSE,2.202025082,2.202025082,0.152212755,0.199855565,0.569027451,0.127759373,84.53837723,1.843815796,1.843815796,-0.567970169,-0.339032091,0.361384324,neither_in_PC9,neither_in_HeLa,neither,TRUE,25086,less_than_1Mb
SCD5|SCD,365,-0.14817036,0.735643196,834,0.117797767,0.553838923,SCD5,SCD,ENSG00000145284,4,82629539,ENSG00000099194,SCD,10,100347233,5.812,76.203,FALSE,TRUE,1.72224339,1.667483926,-2.475053627,-2.154775649,0.56915431,6.017466477,222.6462596,1.843289561,1.868140228,-0.538879952,-0.339213074,0.352736246,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
RALGPS2|RALGPS1,690,0.088235062,0.735643196,454,-0.085511239,0.625023409,RALGPS2,RALGPS1,ENSG00000116191,1,178725147,ENSG00000136828,RALGPS1,9,126914774,19.173,6.83,FALSE,FALSE,2.007571346,2.084513491,-0.322157706,-0.156091558,0.569444042,6.847902403,1.929166535,2.129590609,2.592948914,-0.393003337,-0.41442497,0.429627742,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
NIPSNAP2|NIPSNAP1,477,-0.068518596,0.735643196,378,-0.123440085,0.434945858,NIPSNAP2,NIPSNAP1,ENSG00000146729,7,55951793,ENSG00000184117,NIPSNAP1,22,29554808,NA,104.895,FALSE,FALSE,3.842972216,2.002040625,-0.351973006,-0.337250885,0.570938159,NA,44.97129936,2.179274848,1.850038447,-0.326675284,-0.394109856,0.228029867,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SGTB|SGTA,396,-0.119016609,0.735643196,975,0.289706496,0.085130732,SGTB,SGTA,ENSG00000197860,5,65665928,ENSG00000104969,SGTA,19,2754715,3.585,31.978,FALSE,FALSE,2.021497731,1.686411677,-0.221658034,-0.281078022,0.570982221,11.26837671,39.49042225,NA,1.792894047,-0.747105892,-0.350151617,0.01380275,neither_in_PC9,buffering_in_HeLa,buffering,FALSE,NA,diff_chr
NUCB2|NUCB1,703,0.094277342,0.735643196,587,-0.019281106,0.856569913,NUCB2,NUCB1,ENSG00000070081,11,17208153,ENSG00000104805,NUCB1,19,48900312,38.468,68.056,FALSE,FALSE,2.135722994,2.374458169,-0.878335196,-0.605315005,0.57115054,40.21865068,87.55349844,1.859875682,1.828457733,0.196250943,0.169240875,0.755112117,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PFN2|PFN1,369,-0.146477537,0.735643196,80,-0.522723229,0.055718778,PFN2,PFN1,ENSG00000070087,3,149964904,ENSG00000108518,PFN1,17,4945652,112.282,1076.73,FALSE,TRUE,1.816174759,2.127605953,-1.466806463,-1.327770068,0.572623793,157.9361371,1019.455918,1.868862627,2.061717539,-1.291212841,-1.640372301,0.006761988,neither_in_PC9,SL_in_HeLa,synthetic_lethal,FALSE,NA,diff_chr
FAM76B|FAM76A,688,0.08776577,0.735643196,635,0.007304859,0.960769785,FAM76B,FAM76A,ENSG00000077458,11,95768953,ENSG00000009780,FAM76A,1,27725979,18.888,3.449,FALSE,FALSE,2.593353083,1.67648929,0.232332,0.297323322,0.572635576,13.73413262,6.413520534,2.174706219,2.09232336,-0.267807974,-0.211672375,0.941717556,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PPIP5K2|PPIP5K1,322,-0.185142838,0.735643196,992,0.329591437,0.112126744,PPIP5K2,PPIP5K1,ENSG00000145725,5,103120149,ENSG00000168781,PPIP5K1,15,43533462,14.149,8.269,FALSE,FALSE,2.021497731,1.704852847,-0.651225225,-0.698831606,0.57280179,25.93515276,11.26837671,2.123188446,2.327765158,-1.356909158,-0.845746855,0.021066916,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
WFIKKN2|WFIKKN1,458,-0.080158619,0.736913969,626,-3.64E-05,0.984954094,WFIKKN2,WFIKKN1,ENSG00000173714,17,50834650,ENSG00000127578,WFIKKN1,16,629239,0,0.326,FALSE,FALSE,2.326103151,2.00116239,-0.523722621,-0.489478607,0.574506715,0.076655624,0.153311248,2.097636225,2.130295504,-0.91209125,-0.784771398,0.979600009,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ZC3H12C|ZC3H12B,668,0.07069173,0.739337561,561,-0.032115569,0.757292313,ZC3H12C,ZC3H12B,ENSG00000149289,11,110093392,ENSG00000102053,ZC3H12B,X,65366638,7.536,0.19,FALSE,FALSE,2.593353083,1.743411031,-0.036174843,0.060459799,0.577113979,2.491307777,0.114983436,1.569433786,1.870490223,0.475108024,0.401276271,0.595540557,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ST7L|ST7,715,0.106845973,0.741245029,822,0.110583895,0.6081234,ST7L,ST7,ENSG00000007341,1,112523514,ENSG00000004866,ST7,7,116953238,24.862,21.468,FALSE,FALSE,2.713670811,1.930586395,-0.353604643,-0.163221912,0.579322571,41.31738129,28.79696272,2.102822036,2.145597302,-0.41886147,-0.241036369,0.411516515,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PGK2|PGK1,769,0.157368758,0.741777828,642,0.012959763,0.942144097,PGK2,PGK1,ENSG00000170950,6,49785660,ENSG00000102144,PGK1,X,77910739,0,653.091,FALSE,TRUE,1.991240473,1.743411031,-1.521972597,-1.069080671,0.580459154,0,911.9336298,1.855417128,1.870490223,-0.215617578,-0.160188062,0.896603391,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
UCK2|UCK1,717,0.110113177,0.743827423,1015,0.443915782,0.028591051,UCK2,UCK1,ENSG00000143179,1,165827614,ENSG00000130717,UCK1,9,131523801,49.019,14.611,FALSE,FALSE,2.007571346,2.019098853,-0.328660564,-0.139536435,0.582837654,113.731394,37.89343009,2.077957277,2.554660968,-1.095876016,-0.502204201,0.001948694,neither_in_PC9,buffering_in_HeLa,buffering,FALSE,NA,diff_chr
ZNF24|ZNF396,402,-0.113749837,0.743827423,666,0.022133419,0.862403027,ZNF24,ZNF396,ENSG00000172466,18,35332227,ENSG00000186496,ZNF396,18,35366694,18.494,1.697,FALSE,FALSE,1.67699543,1.67699543,-0.023944698,-0.113970637,0.583507338,17.11975601,1.124282484,1.870128272,1.870128272,0.16670237,0.18470822,0.761928888,neither_in_PC9,neither_in_HeLa,neither,TRUE,34467,less_than_1Mb
ANXA1|ANXA2,661,0.063710071,0.746228011,905,0.185496483,0.162053659,ANXA1,ANXA2,ENSG00000135046,9,73151865,ENSG00000182718,ANXA2,15,60347134,291.37,639.566,FALSE,FALSE,2.084513491,1.751096406,-0.135295265,-0.027658066,0.586115011,1245.33449,1484.576692,2.03289958,2.350880445,-0.688178407,-0.402616253,0.03665874,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SOS2|SOS1,433,-0.097470885,0.750000239,25,-0.929326289,0.001559057,SOS2,SOS1,ENSG00000100485,14,50117130,ENSG00000115904,SOS1,2,38981549,6.273,12.085,FALSE,FALSE,1.953995919,2.194032413,0.008625717,-0.071030783,0.589806013,7.933857075,7.691114266,1.897510051,1.86154616,-0.152752889,-1.047271401,1.27E-05,neither_in_PC9,SL_in_HeLa,synthetic_lethal,FALSE,NA,diff_chr
SMARCA1|SMARCA5,414,-0.109629246,0.751444916,430,-0.098875969,0.745610819,SMARCA1,SMARCA5,ENSG00000102038,X,129446501,ENSG00000153147,SMARCA5,4,143513702,47.484,32.575,FALSE,FALSE,2.119908605,1.771014555,-1.273977025,-1.133078938,0.591671677,39.77149287,66.63928905,1.874542257,1.864597159,-1.802068374,-1.665117279,0.576950849,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
HNF4G|HNF4A,684,0.081998565,0.751693533,757,0.073811163,0.729026698,HNF4G,HNF4A,ENSG00000164749,8,75407914,ENSG00000101076,HNF4A,20,44355700,0.326,0.367,FALSE,FALSE,1.68846251,2.434157032,-0.059050882,0.053041179,0.592597232,1.418129042,0.268294684,1.886996305,2.115584659,-0.346425367,-0.214201541,0.546096803,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
TMED3|TMED7,464,-0.074887787,0.751865272,76,-0.541970422,0.023946446,TMED3,TMED7,ENSG00000166557,15,79311112,ENSG00000134970,TMED7,5,115613210,116.111,33.471,FALSE,FALSE,1.973947559,2.021497731,0.121600876,0.044029481,0.593462589,153.0174013,37.54847978,2.350693187,2.123188446,-0.052509201,-0.57188959,0.001351872,neither_in_PC9,SL_in_HeLa,synthetic_lethal,FALSE,NA,diff_chr
CD200R1L|CD200R1,462,-0.076323881,0.753283059,695,0.039869183,0.840752526,CD200R1L,CD200R1,ENSG00000206531,3,112815709,ENSG00000163606,CD200R1,3,112921205,0.136,0.272,FALSE,FALSE,1.816174759,1.816174759,0.307081079,0.194420423,0.595313019,0,0.229966872,1.841537811,1.841537811,-0.097119166,-0.029222868,0.720773393,neither_in_PC9,neither_in_HeLa,neither,TRUE,105496,less_than_1Mb
IDI2|IDI1,438,-0.092711782,0.755715142,516,-0.05625954,0.53917052,IDI2,IDI1,ENSG00000148377,10,1018910,ENSG00000067064,IDI1,10,1039152,0.041,46.778,FALSE,FALSE,1.75927952,1.75927952,-0.177043573,-0.218253494,0.597968778,0.038327812,77.14110953,1.862502175,1.862502175,0.020815988,-0.021790425,0.335018576,neither_in_PC9,neither_in_HeLa,neither,TRUE,20242,less_than_1Mb
ADAP1|ADAP2,740,0.131917874,0.758404172,705,0.043777937,0.895564851,ADAP1,ADAP2,ENSG00000105963,7,897900,ENSG00000184060,ADAP2,17,30906344,20.585,0.828,FALSE,FALSE,2.345367209,2.0024102,-0.660470689,-0.389338878,0.60134435,1.686423726,9.556401114,2.178294363,2.109031236,-0.603338021,-0.469834796,0.805824644,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
MTHFD1L|MTHFD1,720,0.114997371,0.758404172,868,0.153885411,0.407177404,MTHFD1L,MTHFD1,ENSG00000120254,6,150865549,ENSG00000100714,MTHFD1,14,64388031,28.094,95.716,FALSE,FALSE,1.748728201,2.202025082,-1.250416783,-0.889166803,0.602221193,61.89941631,108.0461019,1.865556559,1.843815796,-2.135186963,-1.70487385,0.200426159,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CACNA2D2|CACNA2D1,694,0.090019911,0.758404172,772,0.080542473,0.696405553,CACNA2D2,CACNA2D1,ENSG00000007402,3,50362799,ENSG00000153956,CACNA2D1,7,81946444,0.231,1.779,FALSE,FALSE,1.984185386,2.00412091,-0.210368012,-0.06279992,0.602666487,0.204414997,19.21500973,2.157730935,2.117519496,-0.367224023,-0.225733938,0.510472031,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
MSC|TCF21,626,0.036152743,0.758404172,448,-0.089814722,0.538081468,MSC,TCF21,ENSG00000178860,8,71841549,ENSG00000118526,TCF21,6,133889113,0,0.109,FALSE,FALSE,1.68846251,2.627181295,-0.323793046,-0.209512503,0.603488342,0,0.319398433,1.86609669,1.884724389,0.192192227,0.095143221,0.333819474,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
FRMD5|FRMD3,678,0.078894656,0.758404172,821,0.110269579,0.607549554,FRMD5,FRMD3,ENSG00000171877,15,43870761,ENSG00000172159,FRMD3,9,83242990,1.358,1.657,FALSE,FALSE,1.704852847,2.084513491,-0.013554067,0.087179232,0.603778079,0.664348741,0.204414997,2.337278546,2.03289958,-0.38839512,-0.214597587,0.410538339,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
IPO8|IPO7,428,-0.098665496,0.758641079,333,-0.145569513,0.660447689,IPO8,IPO7,ENSG00000133704,12,30628988,ENSG00000205339,IPO7,11,9384652,20.042,83.766,FALSE,TRUE,2.001298414,1.845960379,-1.493087919,-1.301471027,0.605073951,36.84580323,160.1335983,2.132569827,2.126619228,-0.228991402,-0.330461156,0.468084285,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
SLC9B2|SLC9B1,484,-0.065147719,0.758641079,359,-0.133256802,0.283578528,SLC9B2,SLC9B1,ENSG00000164038,4,103019868,ENSG00000164037,SLC9B1,4,102885048,6.463,0.72,FALSE,TRUE,1.711680691,1.711680691,0.538178626,0.394764242,0.605439774,15.2672451,0.728228427,1.864597159,1.864597159,0.426811376,0.257724807,0.105997799,neither_in_PC9,neither_in_HeLa,neither,TRUE,134820,less_than_1Mb
CNOT6L|CNOT6,442,-0.090245967,0.761814764,98,-0.440387305,0.091722001,CNOT6L,CNOT6,ENSG00000138767,4,77713387,ENSG00000113300,CNOT6,5,180494379,4.141,10.89,FALSE,FALSE,1.923046991,2.024578838,0.257853357,0.140202397,0.608712185,3.398399327,15.88049009,1.862741345,2.147743292,-0.85477352,-1.174790469,0.015227633,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
DYNLT3|DYNLT1,698,0.092963497,0.76235993,192,-0.272184426,0.122119039,DYNLT3,DYNLT1,ENSG00000165169,X,37836757,ENSG00000146425,DYNLT1,6,158636474,0,405.715,FALSE,FALSE,1.000000001,1.748728201,0.340399155,0.390980709,0.609887944,31.17328706,191.3068854,1.881602365,1.865556559,0.27667025,-0.013044677,0.023830997,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
ANKRD18A|ANKRD18B,664,0.066406667,0.763863954,646,0.014840858,0.951159087,ANKRD18A,ANKRD18B,ENSG00000180071,9,38571358,ENSG00000230453,ANKRD18B,9,33524394,1.955,0.978,FALSE,FALSE,1.670844827,1.670844827,0.104315641,0.171174899,0.612282529,7.205628647,3.079000894,2.777808586,2.777808586,-0.389469254,-0.310969525,0.923672268,neither_in_PC9,neither_in_HeLa,neither,TRUE,5046964,greater_than_1Mb
C2CD4B|C2CD4A,662,0.063882019,0.763863954,915,0.199169364,0.146353326,C2CD4B,C2CD4A,ENSG00000205502,15,62163535,ENSG00000198535,C2CD4A,15,62066977,0,0.041,FALSE,FALSE,1.751096406,1.751096406,0.237593645,0.277746554,0.61305477,0,0,2.350880445,2.350880445,0.139829247,0.33814635,0.031586257,neither_in_PC9,neither_in_HeLa,neither,TRUE,96558,less_than_1Mb
KCNB2|KCNB1,465,-0.074474198,0.763863954,861,0.144470838,0.189523749,KCNB2,KCNB1,ENSG00000182674,8,72537225,ENSG00000158445,KCNB1,20,49293394,0,0.054,FALSE,FALSE,1.68846251,2.434157032,0.126617163,0.048549212,0.61331601,0,0,1.86609669,2.115584659,0.174839976,0.31419143,0.049128972,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
CXCR2|CXCR1,422,-0.104984029,0.766511117,903,0.184941947,0.302523176,CXCR2,CXCR1,ENSG00000180871,2,218125289,ENSG00000163464,CXCR1,2,218162841,0.625,0,FALSE,FALSE,2.043094597,2.043094597,-0.070622435,-0.143413448,0.61653183,0,0,2.135635615,2.135635615,-0.997767553,-0.675027075,0.11672499,neither_in_PC9,neither_in_HeLa,neither,TRUE,37552,less_than_1Mb
CHRM4|CHRM2,443,-0.090040323,0.766511117,699,0.041439028,0.827887149,CHRM4,CHRM2,ENSG00000180720,11,46385098,ENSG00000181072,CHRM2,7,136868669,0.285,0,FALSE,FALSE,2.414449824,2.338136232,0.123364408,0.030320505,0.616929821,0.19163906,0,2.114193651,2.145597302,-0.616792877,-0.483988677,0.702875101,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
TAF9B|TAF9,455,-0.082202566,0.767584512,559,-0.032862056,0.896343239,TAF9B,TAF9,ENSG00000187325,X,78129748,ENSG00000273841,TAF9,5,69364743,9.844,169.067,FALSE,FALSE,1.743411031,2.021497731,-0.067943985,-0.118439507,0.620686572,36.1175748,288.3656812,1.870490223,2.126931637,0.056077979,0.032571303,0.808449387,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
PARVB|PARVA,494,-0.060127034,0.767584512,718,0.051093481,0.81537,PARVB,PARVA,ENSG00000188677,22,43999211,ENSG00000197702,PARVA,11,12377563,35.929,10.768,FALSE,FALSE,2.369908942,1.845960379,0.22036302,0.139633167,0.620692659,66.46042593,33.76680233,2.121632455,2.325833857,-0.189398248,-0.099030638,0.688710583,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
AGR2|AGR3,675,0.075885843,0.767584512,835,0.118895393,0.650824113,AGR2,AGR3,ENSG00000106541,7,16791811,ENSG00000173467,AGR3,7,16859412,237.11,0.407,FALSE,FALSE,2.652323303,2.652323303,-0.108947837,0.006084709,0.620754329,0.485485618,0,2.201053154,2.201053154,0.019898804,0.15255911,0.455576879,neither_in_PC9,neither_in_HeLa,neither,TRUE,67601,less_than_1Mb
UNC119B|UNC119,709,0.099599803,0.767584512,262,-0.200533834,0.332005255,UNC119B,UNC119,ENSG00000175970,12,120710458,ENSG00000109103,UNC119,17,28546708,12.438,39.962,FALSE,FALSE,1.952614887,2.0024102,-0.869766498,-0.592978533,0.621101678,11.16616922,13.29975075,1.853817714,2.110646728,-0.381809394,-0.519617944,0.139571141,neither_in_PC9,neither_in_HeLa,neither,FALSE,NA,diff_chr
